company_name,company_link,company_id,company_domain,company_about,company_founded,company_size,company_location_1,company_location_2,company_location_3,company_city_1,company_city_2,company_city_3,company_address,company_postal_code,company_phone,company_industry_1,company_industry_2,company_industry_3,domain_status,company_specialties,company_size_category,social_fields,keywords,annual_revenue,technologies,funding_events,total_funding,last_funding_round_date,last_funding_stage,company_email
Volvo Trucks Australia,https://www.linkedin.com/company/volvo-trucks-australia,https://www.linkedin.com/company/10593408,volvotrucks.com.au,"The first Volvo truck was born in 1928. Our reliability is renowned. And it's underpinned by our core values - quality, safety and environmental care. We bring each one to life in everything we do. Our FH, FM and FMX models are designed and built in Australia for Australia conditions.",,60,"Brisbane, Queensland, Australia",,,Brisbane,,,,,6.10E+14,transportation/trucking/railroad,,,,,51-200,https://www.facebook.com/VolvoTrucksAustralia/,,,"YouTube, SAP, Oracle Cloud, OneTrust, Microsoft Application Insights, MailJet, ServiceNow, Salesforce, SOASTA, Outlook, Mobile Friendly, Microsoft-IIS, Microsoft Office 365, Google translate widget, Google translate API, Google Maps, Eloqua, Bootstrap Framework, Apache, Amazon SES, Akamai, Adobe Media Optimizer, Adobe Marketing Cloud, Adobe CQ, Active Campaign, ASP.NET",,,,,
Allied Express,https://www.linkedin.com/company/allied-express,https://www.linkedin.com/company/97527,alliedexpress.com.au,"Allied Express is the largest independently-owned courier, express freight and specialised logistics company in Australia with a comprehensive range of fast, efficient express freight transport and logistical services.For over 40 years we have been delivering innovative specialised logistics solutions to some of Australia’s largest household brands including Holden, 3M, Volkswagen, Kogan, Repco, and Foxtel.We offer a range of products and services that help organisations add value to their customer and remain competitive in the market. These services include Couriers, Taxi Trucks, Local Distribution, National Distribution, Warehousing, and Third-party Logistics.We have operation centres in every major mainland capital city including Sydney, Melbourne, Brisbane, Perth, and Adelaide.We have one of the largest fleets in Australia comprising of over 1000 vehicles and another 100 vehicles in our national distribution network.In 2018, Allied Express was listed in the IBIS World/ Australian Financial Review Top 500 Private Companies at number 437 with annual revenues of over $150 million.Allied Express supports the Australian community through carefully selecting social causes and charitable partnerships as an ongoing commitment. We are recognised for our support of the Variety, the Children’s Charity and Barnardos Australia, as well as many other individual and group, causes throughout the country.",1978,284,"Bankstown, New South Wales, Australia",,,Bankstown,,,"62 hume highway, chullora, new south wales, australia",2190,6102131373,"transportation, logistics, supply chain and storage",transportation/trucking/railroad,logistics and supply chain,,"Third Party Logistics,Courier,Logistics,National Distribution,Local Distribution,Air Express Freight,Road Express Freight,Same day courier,Taxi Truck Courier,Ad hoc Delivery",201-500,"https://twitter.com/Allied_Express, https://facebook.com/alliedexpresslogistics","logistics, courier, third party logistics, national distribution, same day courier, local distribution, air express freight, road express freight, taxi truck courier, ad hoc delivery",110000000,"reCAPTCHA, WordPress.org, OpenSSL, Mobile Friendly, Mimecast, Linkedin Marketing Solutions, Gravity Forms, Google Tag Manager, Google Remarketing, Google Plus, Google Play, Google Font API, Google Dynamic Remarketing, Google Analytics, Google AdWords Conversion, Google AdSense, Facebook Widget, Facebook Login (Connect), Facebook Custom Audiences, DoubleClick Conversion, Bootstrap Framework, Apache",,,,,
QantasLink,https://www.linkedin.com/company/qantaslink,https://www.linkedin.com/company/13663291,,Airline.,,1047,"Rosebery, New South Wales, Australia",,,Sydney,,,,,,airlines and aviation,,,,,1001-2000,,,,,,,,,
Menzies Aviation,https://www.linkedin.com/company/skystar-airport-services,https://www.linkedin.com/company/1246263,menziesaviation.com,"At more than 200 airport locations across 6 continents, we offer landside and airside services tailored to our customers’ needs, timed to their schedules, and delivered by teams with the knowledge, tools and passion to set standards rather than chase them.Our core services include, Ground Handling, Cargo, Fuelling, Executive Services and Offline Services.",,557,"Perth Airport, Western Australia, Australia",,,Perth Airport,,,,,,airlines and aviation,,,,,501-1000,,,,,,,,,
Sendle,https://www.linkedin.com/company/sendle,https://www.linkedin.com/company/4846518,sendle.com,"Sendle helps small business thrive by making delivery simple, reliable and affordable.  Our vision is for a world bustling with creativity and entrepreneurialism, where the friction of physical delivery has been removed so that the best ideas win and small businesses flourish. We are a fast-growing, multi-award-winning startup. Want to work at Sendle? We look for amazing people who represent our core values, called the 5 H's. Learn all about them and our current job openings on our website or simply drop us a line at jobs@sendle.com.",2014,130,Australia,,,Sydney,,,"level 2, legion house, 161 castlereagh st, sydney, new south wales, australia",2000,61400123456,"transportation, logistics, supply chain and storage",internet,,,"Delivery,Logistics,Small Business,Parcels,eCommerce,Transport",51-200,"https://twitter.com/sendle/, https://www.facebook.com/sendlecom/, http://angel.co/sendle","ecommerce, logistics, transport, delivery, small business, parcels",,,,,,,
TasPorts,https://www.linkedin.com/company/tasmanian-ports-corporation,https://www.linkedin.com/company/3121218,tasports.com.au,"TasPorts is a state-owned company responsible for eleven Tasmanian ports and the Devonport Airport, operating 24 hours a day, 365 days a year.As an island state, Tasmania is reliant upon shipping, port infrastructure and port operations to sustain our communities and our economy. Each year 99% of the State’s freight moves through the TasPorts multi-port network.Working collaboratively, we work to deliver upon our vision to proudly connect people, products and solutions for the benefit of all Tasmanians.We are responsible for Tasmania’s four major ports of Bell Bay, Burnie, Hobart and Devonport.Beyond our major ports, we are also responsible for the management of a number of smaller community ports around Tasmania, Beauty Point | Inspection Head, Port of Lady Baron | Flinders Island, Whitemark Harbour | Flinders Island, Currie Harbour | King Island, Port of Grassy | King Island, Port of Stanley | North West Coast and Port of Strahan | West Coast.",2006,193,"Queens Domain, Tasmania, Australia",,,Tasmania,,,,,61362351036,maritime transportation,,,,,51-200,"https://twitter.com/tas_ports, https://www.facebook.com/TasPortsTasmania/",,,,,,,,
FedEx Australia,https://www.linkedin.com/company/fedex-australia,https://www.linkedin.com/company/3967990,fedex.com.au,"FedEx Express is one of the world's largest express transportation companies, providing fast and reliable delivery to more than 220 countries and territories. FedEx Express uses a global air-and-ground network to speed delivery of time-sensitive shipments, by a definite time and date supported by a money-back guarantee.In 2016, FedEx globally acquired the Dutch-owned TNT Express.  TNT originally, started its operations in Australia in 1946.  FedEx established its operations in Australia in 1989. As of April 1, 2021, the TNT and FedEx Express operating companies in Australia have been combined into one company.  With a combined legacy of 74 years, FedEx Express offers a robust portfolio in Australia that is designed to make trade simple, fast and easy by providing a range of international and domestic services.",,458,"Mascot, New South Wales, Australia",,,MASCOT,,,,,,freight and package transportation,,,,,201-500,,,,,,,,,
Bhagwan Marine,https://www.linkedin.com/company/bhagwan-marine,https://www.linkedin.com/company/3540760,bhagwanmarine.com,"Bhagwan Marine are a leading Marine Solutions provider operating in the Oil & Gas, Resources, Civil Construction, Marine Logistics and Defense industries.Our core service lines include Offshore Services, Inshore Services, Subsea Services, Engineering, Civil Construction Support and Project Management.With a large and diverse fleet of vessels, we have the experienced personnel, vessels and crew to exceed expectations for most marine assignments in any region.",,416,"Perth, Western Australia, Australia",,,Perth,,,,,,maritime,,,,"Offshore Services,Port Services,Subsea Services,Engineering Services,Project Management,Marine Consulting,Civil Construction Support",201-500,,,,,,,,,
Followmont Transport Pty Ltd,https://www.linkedin.com/company/followmont-transport-pty-ltd,https://www.linkedin.com/company/689412,followmont.com.au,"Followmont Transportwww.followmont.com.au(07) 3608 4900A passionate family business 100% dedicated to service and hands-on relationships with our customers, our people and suppliersFollowmont Transport is a Queensland based family company dedicated to the delivery of express road freight throughout Queensland and Northern New South Wales. We can provide a complete transport, warehousing and logistics solution or simply deliver a one-off parcel. We specialise in time-sensitive delivery – moving cartons, pallets, fresh produce and special projects including full loads to rural and regional areas. At Followmont Transport it’s personal, not commercial.Please contact us if we can be of assistance: sales@followmont.com.au",,313,"Eagle Farm, Queensland, Australia",,,Eagle Farm,,,,,,transportation/trucking/railroad,,,,"General and Express Freight Services,Queensland and Northern NSW specialists,Packing and Distribution",201-500,,,,,,,,,
NSW Ports,https://www.linkedin.com/company/nsw-ports,https://www.linkedin.com/company/3172145,nswports.com.au,"NSW Ports’ assets include key import and export gateways of Port Botany and Port Kembla, as well as Enfield Intermodal Logistics Centre and the Cooks River Intermodal Terminal.Our role is to manage our assets in a way that allows our customers to efficiently service the needs of the people and businesses of New South Wales while minimising environmental and social impacts.NSW Ports is a consortium of leading institutional investors: IFM Investors (including Cbus, HESTA and Hostplus), Australian Super, Tawreed Investments Limited and Q Super.Our shareholders represent over five million Australian superannuation fund members and are long term investors with interests in a range of Australian infrastructure assets.",2013,75,"Eastgardens, New South Wales, Australia",,,Port Botany,,,,,6.11E+11,maritime transportation,,,,"Logistics,Port Management,Infrastructure,supply chain,property management,asset management,sustainability,environment management,port operations,infrastructure,shipping,maritime,industry",51-200,https://facebook.com/nswports,,,,,,,,
Viterra Australia,https://www.linkedin.com/company/australiaviterra,https://www.linkedin.com/company/878817,viterra.com.au,"We believe in the power of connection.Our world-leading, fully integrated agriculture network connects Australian growers with domestic and international consumers to supply sustainable, traceable and quality-controlled agricultural products.With our talented people, decades of experience and diverse capabilities, we offer innovative solutions to open up pathways and create value for customers through our supply chains.As a responsible, long-term business, we will continue to invest in and develop our network, allowing us to meet the needs of a growing world.Together, we are stronger and achieve more.Our business covers the whole supply chain from the farm gate through to delivering products to consumers in Australia and overseas.We originate, store, handle, transport and market a range of agriculture commodities including grains, oilseeds, pulses and cotton.As one of the largest buyers of Australian commodities nationally, we purchase directly from growers and supply consumers through our marketing and logistics network.Our storage and handling network includes upcountry sites and strategically located port terminals spanning key growing regions in South Australia and western Victoria.We are one of Australia’s largest container packing and processing businesses, with facilities in southern and eastern Australia.We are the biggest importer of protein meals into Australia and supply product to a range of feed manufacturers and consumers.At every stage of the supply chain, we have strong quality management and food safety processes to deliver our customers the quality and specification of every single order.Our people across our network have specific skills and knowledge to meet the needs of all our customers. With a focus on the sustainability, safety, quality and reliability, our people, customers and communities can be confident in everything we do.We are part of the global Viterra business and are backed by a strong global network.",,413,"Fullarton, South Australia, Australia",,,Parkside,,,,,,"transportation, logistics, supply chain and storage",,,,"Grain Storage & Handling,Grain Export,Logistics,Food safety,Quality management,Grain marketing",201-500,,,,,,,,,
Toyota Material Handling Australia,https://www.linkedin.com/company/toyota-material-handling-australia,https://www.linkedin.com/company/1300645,toyotamaterialhandling.com.au,"Toyota Material Handling has been at the forefront of the Australian materials handling market and a pioneer in making forklifts more productive, safer, and cost-effective for over 50 years. And whilst we are proud of being a market leader, our commitment and support for our customers has always extended well beyond just the supply of new products.Our national 100% owned network of Toyota Material Handling branches means that when you partner with us, you are dealing directly with the factory. We have over 800 staff, with over 450 of those involved in service and parts support to maximise uptime of your equipment. Coupled with our 300+ mobile service vans, we are dedicated to delivering you the highest levels of customer service possible. Our service commitment is driven by our dedication to continuous improvement or ‘Kaizen’ – one of the core pillars of the Toyota way of doing business.That’s why we work every day to deliver practical services and innovative solutions that produce real, bottom-line benefits for Australian businesses. We recognise that choosing the right supplier is just as important as selecting the forklifts and warehouse equipment that most completely meet your needs. Whether we are supplying a single spare part or helping to manage your entire fleet, our objective and commitment remain the same – adding value to your operation.That’s the Toyota Advantage.",1956,307,"Mount Pritchard, New South Wales, Australia",,,Sydney,,,"8 secombe pl, moorebank, new south wales, australia, 2170",2170,6.12E+11,"transportation, logistics, supply chain and storage",logistics and supply chain,,,"Forklift Sales,Forklift Rental,Forklift Service,Forklift Parts,Tow Tractors,Skid Steer Loaders,Racking,Automatic Guided Vehicles,Automation,Warehouse Equipment,Construction Equipment,Elevated Work Platform,Sweepers and Scrubbers,Material Handling,Toyota,Burden Carriers,AGV,Logistics,Supply Chain",201-500,https://www.facebook.com/toyotamaterialhandlingau,"automation, logistics, supply chain, construction equipment, material handling, racking, agv, toyota, warehouse equipment, elevated work platform, forklift parts, automatic guided vehicles, tow tractors, forklift rental, skid steer loaders, forklift service, forklift sales, burden carriers, sweepers & scrubbers",150000000,"reCAPTCHA, Sendgrid, Outlook, Mobile Friendly, Microsoft Azure Hosting, LiveChat, Google Tag Manager, Google Analytics, Google AdWords Conversion, Google AdSense, Facebook Widget, Facebook Login (Connect), Facebook Custom Audiences",,,,,
Port Authority of New South Wales,https://www.linkedin.com/company/portauthoritynsw,https://www.linkedin.com/company/57032,portauthoritynsw.com.au,"Port Authority of New South Wales provides safe, reliable and efficient port and marine services for commercial shipping in Sydney Harbour, Port Botany, Port Kembla, Newcastle Harbour, Port of Eden and Port of Yamba.We have the role of harbour master in all commercial ports in New South Wales and work to ensure the security, safe navigation, safe movement and operation needs of cargo and passenger vessels in our ports. Our teams provide immediate and appropriate responses to safety and environmental incidents in our ports and we are the lead agency for responses to maritime incidents in the coastal waters from Fingal Head, Port Stephens to Gerroa, south of Port Kembla.Port Authority owns and manages some of the state’s key assets and develops port facilities and services to cater for the current and future commercial shipping needs of New South Wales. Assets include the common user berths at Glebe Island and White Bay, Port Jackson and the cruise facilities at Overseas Passenger Terminal in Circular Quay, Sydney Harbour and White Bay Cruise Terminal, Balmain.Primary responsibilities include:• The safe navigation of shipping movements within our ports.• A pilotage service to safely guide commercial ships in and out of port.• Emergency response and the clean-up of oil spills in the marine environment. • The safety and security of port operations.• Surveying harbour, ports, channels and berthing boxes.• The management of cruise facilities, terminal services and retail/commercial properties.• The management of common user berth facilities.• Dangerous goods administration.Port Authority of New South Wales is a state-owned corporation. Subscribe to our newsletter at www.portauthoritynsw.com.au/newsletterFollow us on Instagram at www.instagram.com/portauthoritynsw",,306,"Millers Point, New South Wales, Australia",,,"Walsh Bay, Sydney",,,,,,maritime,,,,"Ports,Harbours,Pilotage,Navigation,Port security,Emergency response,Dangerous goods,Cruise,Cruise terminals,Harbour master,Port safety,Vessel traffic management,Venue management,Port services,Port facilities,Surveying,Mapping",201-500,,,,,,,,,
CEVA Vehicle Logistics,https://www.linkedin.com/company/ceva-vehicle-logistics,https://www.linkedin.com/company/9842736,cevacarcarrying.com.au,"We've been serving the Australian motoring community for more than 50 years! CEVA Vehicle Logistics is the ANZ vehicle transportation division of CEVA, a global logistics and warehousing company. CEVA operates in over 170 countries and employs more than 44,000 people. It is now part of the 20 Billion Dollar company, CMA CGM. Our OEM clients include industry giants like Mazda, Ford, Subaru and ISUZU. We also move vehicles for relocation companies and private customers.If you’re looking for local or interstate car transport or just a convenient vehicle freight service, CEVA Car Carrying offers a range of vehicle relocations solutions to suit your vehicle transportation needs. We also own and operate our own auto carrier trucks, we are not a broker.Our modern fleet of transporters helps make sure your vehicle is safe and secure at all points of its journey. That's why most major removal companies and many leading vehicle importers and prestige car dealerships choose CEVA to transfer cars and other vehicles for them.",,414,"Hoppers Crossing, Victoria, Australia",,,Truganina,,,,,,"transportation, logistics, supply chain and storage",,,,,201-500,,,,,,,,,
Queensland Airports Limited,https://www.linkedin.com/company/queensland-airports-pty-ltd,https://www.linkedin.com/company/1413226,qldairports.com.au,"Queensland Airports Limited (QAL) is an accomplished airport operator. QAL is an Australian-owned, Queensland-based company, that operates Gold Coast, Townsville, Mount Isa and Longreach Airports. As part of its portfolio, QAL also owns the Northern Australian Aerospace Centre of Excellence (NAACEX) in Townsville.Our airport and aviation services group achieves operational excellence through a long-term commitment to regional investment, sustainable growth, regional partnerships and innovative strategy.As a group, we are passionate about finding innovative ways to achieve sustainable passenger growth that will not only benefit shareholders but benefit the regional communities we serve, our environment and our business partners.A definite ‘hands on’ approach to long term growth in air access and profitability to all partners is pivotal to QAL's operations.",,145,"Coolangatta, Queensland, Australia",,,Gold Coast,,,,,,airlines and aviation,,,,"Aeronautical,Infrastructure,Property,Business development",51-200,,,,,,,,,
Tigerair Australia,https://www.linkedin.com/company/tigerair-australia,https://www.linkedin.com/company/6916485,tigerair.com.au,"For information regarding Tigerair Australia, please visit the Customer Care Hub at virginaustralia.com",,154,"Melbourne Airport, Victoria, Australia",,,Tullamarine,,,,,,airlines and aviation,,,,,51-200,,,,,,,,,
MTR Corporation (Australia),https://www.linkedin.com/company/mtr-australia,https://www.linkedin.com/company/31116073,mtraustralia.com.au,"Every day, MTR connects people and communities. As a recognised world-class operator of sustainable rail transport services, we are a leader in safety, reliability, customer service and efficiency.MTR has extensive end-to-end railway expertise with more than 40 years of railway projects experience from design to planning and construction through to commissioning, maintenance and operations. Going beyond railway delivery and operation, MTR also creates and manages dynamic communities around its network through seamless integration of rail, commercial and property development.With more than 40,000 dedicated staff*, MTR carries over 12.7 million passenger journeys worldwide every weekday in Hong Kong, the United Kingdom, Sweden, Australia, Macao and the Mainland of China. MTR strives to grow and connect communities for a better future.MTR in AustraliaIn Melbourne, we have been operating the 409-km Melbourne metropolitan rail network under our 60%-owned subsidiary, Metro Trains Melbourne Pty. Ltd., since November 2009.Our new rail service, Sydney Metro Northwest (SMNW) Line, commenced passenger service on 26 May 2019, marking a new era in passenger rail travel in Australia. Operating under Metro Trains Sydney Pty Ltd., our 60%-owned subsidiary, it runs along a 36-km route and serves 13 stations between Tallawong and Chatswood. The line is equipped with state-of-the-art rail service features such as fully automated trains and platform screen doors, and has been commended by the Premier of the New South Wales State Government. MTR Corporation, as a shareholder and project leader in the Northwest Rapid Transit Consortium, has reached contractual close in December 2019 for the PPP contract package that extend the existing SMNW by 30 km to the City and Southwest - in total 66 kilometres of rail and 31 metro stations by 2024.For more information about MTR Corporation, please visit www.mtr.com.hk.*includes our subsidiaries and associates in HK and worldwide",,137,"Millers Point, New South Wales, Australia",,,Sydney,,,,,,rail transportation,truck transportation,,,,51-200,,,,,,,,,
Asciano,https://www.linkedin.com/company/asciano-limited,https://www.linkedin.com/company/283974,asciano.com.au,"On August 19, 2016 Asciano split into three distinct businesses under different ownership structures. These three businesses, Pacific National, Patrick and Bulk and Automotive Ports Services (BAPS), now continue their operations independently of one another.---24 hours a day, 7 days a week, 365 days a year. We are the region’s largest combined rail and cargo ports operator, bringing together the strength of Pacific National’s rail operations and Patrick’s ports, stevedoring and logistics businesses.With an annual turnover of $4 billion and 8,500 full time employees across Australia and New Zealand, the Asciano group of companies forms the backbone of Australia and New Zealand’s trade, handling and hauling the millions of tonnes of agricultural and resource commodities, retail goods, manufacturing products, construction and other materials that keep the region’s economy, businesses and households running.",2007,124,"Melbourne, Victoria, Australia",,,Melbourne,,,"476 st kilda road, melbourne, victoria, au, 20603004",3004,6.10E+11,"transportation, logistics, supply chain and storage",logistics and supply chain,,,"Logistics,Rail Transport,Intermodal Transport,Bulk Rail Transport,Automotive Transport,Coal Haulage,Domestic and International Grain Transport,Freight Forwarders,Intermodal Interstate Services,General Stevedoring,Container Terminal Landside Logistics",51-200,https://twitter.com/asciano,"logistics, intermodal transport, automotive transport, freight forwarders, rail transport, bulk rail transport, coal haulage, domestic & international grain transport, intermodal interstate services, general stevedoring, container terminal landside logistics",,,,,,,
Aerocare Flight Support,https://www.linkedin.com/company/aerocare-flight-support,https://www.linkedin.com/company/473188,swissport.com,Aerocare Flight Support is now Swissport. See www.swissport.com,,174,"Herston, Queensland, Australia",,,Newstead,,,,,,airlines and aviation,,,,"Aviation Ground Handling,Customer Service,Airport Bussing",51-200,,,,,,,,,
Daimler Truck Australia Pacific,https://www.linkedin.com/company/daimler-truck-australia-pacific,https://www.linkedin.com/company/24979137,daimlertruck.com,"""The world’s best for Australia’s best.""​With a rich history in Australia dating back to the 1970’s, Daimler Truck Australia Pacific has built a strong reputation for quality vehicles and reliable service support. Daimler Truck Australia Pacific offers a comprehensive range of vehicles, unmatched by any other manufacturer in the industry.",,178,"Mulgrave, Victoria, Australia",,,Mulgrave,,,,,,truck transportation,,,,"Automotive,Service,Trucks,Transport,Buses",51-200,,,,,,,,,
Flinders Port Holdings Pty Limited,https://www.linkedin.com/company/flinders-port-holdings,https://www.linkedin.com/company/6588092,flindersportholdings.com.au,"Flinders Port Holdings is South Australia's leading port owner and operator, based in Port Adelaide, the seaport suburb of South Australia’s state capital, Adelaide. As well as striving for the highest standards of social and environmental governance, Flinders Port Holdings also holds internationally recognised certifications in management systems:● ISO 14001: Environmental Management Systems● OHSAS 18001: Occupational Health & Safety Systems● ISO 9001: Quality Management SystemsWe understand that good business ethics make great business sense and that this benefits all our stakeholders, from investors right through to the recreational users of our ports and waterways.",2007,276,"Gillman, South Australia, Australia","Birkenhead, South Australia, Australia",,Port Adelaide,,,,,61884470611,maritime transportation,,,,"Logistics,Maritime",201-500,https://facebook.com/flindersportholdings,,,,,,,,
Silk Contract Logistics,https://www.linkedin.com/company/silk-contract-logistics,https://www.linkedin.com/company/1858978,silklogistics.com.au,"Silk is an Australian-founded, leading provider of integrated port-to-door landside logistics services in Australia. We provide a comprehensive suite of business-to-business (‘B2B’), business-to-consumer (‘B2C’), and e-commerce fulfilment supply chain solutions across Port Logistics, Warehousing and Distribution. We proudly partner with some of the world’s biggest brands, leveraging tier-one technology to empower our operations to deliver efficiency and customer satisfaction.Silk Contract Logistics'​ vision is to be ""the market leader of innovative supply chain solutions through our people and connected networks making it easy for our customers to do business​.""Our core values are:- Safety- Innovation- Respect- Integrity- Customer-centric- PassionWe are proudly part of Silk Logistics Holdings Limited (ASX:SLH). A leading group of companies with a national presence, providing port-to-door logistics services Australia-wide.",,269,"Port Melbourne, Victoria, Australia",,,Port Melbourne,,,,,,"transportation, logistics, supply chain and storage",,,,,201-500,,,,,,,,,
Lindsay Australia Ltd,https://www.linkedin.com/company/lindsay-australia-ltd,https://www.linkedin.com/company/3047559,lindsayaustralia.com.au,"Lindsay Australia Limited is listed on the ASX and is an integrated transport, logistics and rural supply company. The company has an extensive east coast network of 34 stores and depots. Lindsay Transport, Lindsay Fresh Logistics and Lindsay Rural are divisions of Lindsay Australia Limited, a fully integrated transport, logistics, and rural supply company, with a focus on premium standard service to major customers in the food processing, food services, fresh produce, rural and horticultural sectors.",1953,235,"Willawong, Queensland, Australia",,,Acacia Ridge,,,"152 Postle Street, Acacia Ridge, QLD 4110, AU",4110,61732404900,truck transportation,transportation/trucking/railroad,,,"Road Transport,Logistics,Rural Suppliers,horticultural industry",201-500,,"logistics, road transport, horticultural industry, rural suppliers",30003000,"Gravity Forms, Google Places, Google Maps, Apache, Zendesk, WordPress.org, Vimeo, Outlook, Mobile Friendly, Google Tag Manager, Google Font API",,,,,
Northline,https://www.linkedin.com/company/northline,https://www.linkedin.com/company/1026088,northline.com.au,"Northline is an experienced Australian-based, global logistics business with an industry-leading national network and an international reach into more than 100 countries.We were founded in 1983 to service remote communities in Northern Australia and these early challenges shaped Northline and helped establish our values, build trust and form valuable partnerships that still exist to this day.Today, we provide a global, personalised service that connects our customers with their customers right across the world. Our international network transports, stores, tracks and delivers freight, by road, rail, sea and air across the globe and seamlessly connects into our national network, and modern operating facilities. We have 18 depots across Australia with the ability and flexibility to tailor solutions to meet our customers’ requirements and evolving market demands, including scaling up to add further capacity as needed. Investments in new, market leading technologies mean that Northline customers can track their freight every step of the way, knowing that with us it’s in safe hands. While we recognise the value of technology, we place the highest value on providing a personalised service. Our customers are supported by an Australian-based Customer Service Centre, internal and external sales executives, key account managers and skilled teams of domestic and international logistics coordinators to ensure customers’ end to end service requirements are met. From start-ups to blue-chip customers, the freight we’re transporting is helping to build the global economy in sectors ranging from renewable energy and medical technologies, to wine production, fast-moving consumer goods (FMCG), pharmaceuticals and retail. Our customers freight can start or end in international cities, small towns or remote communities, but wherever the destination, you can rely on Northline to deliver.That’s why, we are, Australia’s Global Logistics People.",1983,358,"Norwood, South Australia, Australia",,,Kent Town,,,"62 the parade, norwood, south australia, australia",5067,6.11E+11,"transportation, logistics, supply chain and storage",transportation/trucking/railroad,logistics and supply chain,,"Freight Management Services,Warehousing & Distribution,3PL,International Freight Management,Project Logitics,National Freight Management,Import,Export,Renewable Energy,Construction,Oil & Gas,Manufacturing,FMCG,Retail",201-500,,"construction, distribution, 3pl, special projects, warehousing, oil, mining, freight management services, gas projects, international freight forwarding, international freight management, domestic freight management, project logitics",79800000,"Typekit, SignalR, UPS, Nginx, AddThis, WordPress.org, Sendgrid, Outlook, New Relic, Mobile Friendly, Mimecast, Microsoft-IIS, Microsoft Office 365, Microsoft Application Insights, MailChimp, Google Tag Manager, Google Play, Google Maps (Non Paid Users), Google Maps, Freshdesk, Cloudflare DNS, CloudFlare Hosting, ASP.NET",,,,,
SEAWAY,https://www.linkedin.com/company/seawaygroup,https://www.linkedin.com/company/582768,seaway.com.au,"SEAWAY is home grown but competes on an international stage. We're Australian but rightfully take our seat at the global table. And like all successful Australians we're capable, hard working, resourceful, dependable and optimistic. Employing over 600 staff, our services are founded on first rate industry knowledge in the following areas:                  1. Shipping Agency                  2. Sea Freight Forwarding                  3. Air Freight Forwarding                  4. NVOCC                 5. Road & Rail Transport                  6. Warehousing & Distribution                  7. Perishable Cargo                  8. Out of Gauge Cargo                  9. Customs Broking                10. Transit Insurance We have offices located in VIC, NSW, QLD, SA, WA, New Zealand and China.",,318,"Southbank, Victoria, Australia",,,Southbank,,,,,,"transportation, logistics, supply chain and storage",,,,"Shipping,Logistics,Road & Rail Transportation,Customs Broking ,Seafreight Import & Export,Airfreight Import & Export,Vessell Husbandry,Warehousing,Wharf Transportation",201-500,,,,,,,,,
Grace Group,https://www.linkedin.com/company/grace-au,https://www.linkedin.com/company/412026,grace.com.au,"Grace has been a trusted name in household moving, commercial project logistics and records management for more than a century. A legacy of the famous Grace Bros retail and home services empire, the business has expanded and evolved to become Australia’s leading service provider ofintegrated asset moving and information management services for home, corporate and commercial customers.Grace is the largest relocation logistics and information management operator within Australasia. The wholly owned Grace Group network of fully operational offices and specialist warehousing facilities extends across every Australian state and territory as well as New Zealand.The success of the Grace Experience has been driven by our commitment to world-class training, facilities and technology coupled with a culture focused on delivering the highest quality of service solutions to all our customers.",,536,"Seven Hills, New South Wales, Australia",,,Seven Hills,,,,,,"transportation, logistics, supply chain and storage",,,,"Fine Art Transport & Storage,Corporate Relocations,Removals & Storage,Information Management,Records Management,Record Destruction,Mailroom Services,Archive Services,Document Storage,Data Storage,Data Management,Shredding Service,Office Relocations,Global Mobility Services,Commercial Project Logistics",501-1000,,,,,,,,,
Royal Wolf,https://www.linkedin.com/company/royalwolfausnz,https://www.linkedin.com/company/582028,royalwolf.com.au,"Royal Wolf is the industry leader in the hire, innovative technical modification and sale of shipping containers. Since commencing operations in 1995, Royal Wolf is now recognised as the largest provider of container solutions to the resources, construction, logistics, manufacturing, retail and portable storage industries in Australia and New Zealand. With 40 Customer Service Centres across Australia and New Zealand, our success is driven by our commitment to providing innovative space solutions to meet our customers’ needs.When dealing with Royal Wolf, you can be confident you're dealing with a professional team who understand the shipping container industry & are committed to finding the perfect solution for you.Royal Wolf's dedication to product development & innovation has resulted in an extensive container product range for sale, with many of our products now the industry standard for their application. Our product range continually expands as our customers turn to us to assist in creating solutions to suit their individual needs. We can customise our shipping containers to create a tailor made solution to meet your requirements.As Australasia's leading supplier of shipping containers, Royal Wolf provide quality products & services to over 20,000 businesses & individuals each year. The key to the cost effectiveness of a container is its portability & strength, even after considerable modifications. Royal Wolf's clients are choosing shipping containers as a flexible solution to portable storage needs & are reaping the rewards of the container's long life.",1995,274,"Gordon, New South Wales, Australia",,,Gordon,,,,,61294823466,"transportation, logistics, supply chain and storage",,,,"Shipping Container Hire & Sales,Portable Buildings,Refrigerated Storage Container,Dangerous Goods Storage Containers,Hoardings & Gantries,Shipping Modifications,Self Storage Facility",201-500,https://www.facebook.com/RoyalWolfAustralia,,,,,,,,
