company_name,company_link,company_id,company_domain,company_about,company_founded,company_size,company_location_1,company_location_2,company_location_3,company_city_1,company_city_2,company_city_3,company_address,company_postal_code,company_phone,company_industry_1,company_industry_2,company_industry_3,domain_status,company_specialties,company_size_category,social_fields,keywords,annual_revenue,technologies,funding_events,total_funding,last_funding_round_date,last_funding_stage,company_email
Beyond Bank Australia,https://www.linkedin.com/company/beyond-bank-australia,https://www.linkedin.com/company/141977,beyondbank.com.au,"Beyond Bank is one of the largest 100% customer-owned banks in Australia. Our vision is to be Australia’s best relationship bank, by changing the lives of our customers and communities through financial wellbeing.Beyond Bank is a B Corp, a business that is certified as meeting high standards of social and environmental impact. We use our business as a force for good to drive positive outcomes that benefit our people, communities and planet. To learn more, visit beyondbank.com.au",,685,"Adelaide, South Australia, Australia",,,Adelaide,,,,,,banking,,,,"Banking,Financial Planning,Financial Services,Insurance,Financial Wellbeing",501-1000,,,,,,,,,
Police Bank Ltd.,https://www.linkedin.com/company/police-bank-ltd-,https://www.linkedin.com/company/2841569,policebank.com.au,"Police Bank is a secure, modern financial institution offering access to a wide range of products and services through enhanced delivery channels combined with a discounted fee structure. The organisation originally started as NSW Police Credit Union (PCU) in the early 1960′s when a group of Police Officers at Clarence Street Police Station in Sydney had the vision of forming a mutual organisation for the benefit of all Officers. PCU was officially registered and opened for business in 1964 with just 60 Members. Today, with over $1.7 Billion in assets, Police Bank has grown to be one of Australia’s largest Mutual Banks serving the financial needs of the NSW Police Service, their families and other related industries. It’s a fantastic time to join us as we go on a journey of digital transformation. At Police Bank we want to empower you to make a real difference in your career, for our team and our members. If you are interested in a career with Police Bank, please visit our online careers page at: http://www.policebank.com.au/about/careers/",1964,167,"Surry Hills, New South Wales, Australia",,,Sydney,,,,,+61131728,banking,,,,"Transaction Accounts,Savings Accounts,Credit Cards,Personal Loans,Home Loans,Car Loans,Financial Planning,Insurance,Term Deposits,International Currency Services",51-200,https://facebook.com/PoliceBankAU,,,,,,,,
P&N Bank,https://www.linkedin.com/company/p&n-bank,https://www.linkedin.com/company/2993310,pnbank.com.au,"We’re P&N Bank and we’re proudly based in WA. We are part of P&N Group, which is amongst the largest customer-owned banking organisations in Australia and operates P&N Bank in Western Australia and BCU Bank in NSW and south-eastern Queensland. Driven by our long-held belief in the value of mutuality, we strive to achieve success on behalf of our customers, our communities and each other with passion, energy and commitment. At P&N Bank, we're for everyone and for every stage of life. We believe in a future where everyone has access to financial knowledge, no matter their background. A safe space, where there’s no such thing as a silly question. As a customer-owned organisation, all profits we make are reinvested back into the business for the benefit of those who bank with us. This allows us to bring you friendly, personalised service with banking products designed to put your interests first, as well as lower fees and competitive rates. We take pride in offering a genuine banking alternative to those who seek competitive and convenient retail banking services, award-winning digital and mobile banking, outstanding customer experiences and a community spirit that supports those in need. In fact, our very purpose is to enrich the lives of our customers and their communities.P&N Bank has 12 branches serving customers across Perth, Mandurah and Bunbury, alongside our vibrant Perth-based Contact Centre. And, we offer mobile lending and broker services to fulfil the needs of customers who prefer to access our loans through those channels.We stand for inclusivity and value innovation, agility and the ability to develop strong relationships. As we work hard for our customers, we offer a collaborative and engaging workplace where our people can learn, develop and thrive.To find out more, please contact us on 13 25 77, visit pnbank.com.au or drop into your local branch.",,363,"Perth, Western Australia, Australia",,,Perth,,,,,,banking,,,,"Banking,Personal Lending,Home Lending,Savings Accounts,Transactional Accounts,Credit Cards,Financial Planning,Insurance",201-500,,,,,,,,,
NAB,https://www.linkedin.com/company/nab,https://www.linkedin.com/company/2357,nab.com.au,We're here to be the most customer-centric company in Australian and New Zealand. We’re focused on what matters most and here to support you with your banking needs in any way we can. We’re open for business. Connect with us: www.nab.com.au/contact-us ,,36387,"Docklands, Victoria, Australia",,,Melbourne,,,,,,banking,,,,"Retail & Wholesale Banking,Financial Products and Services",10000+,,,,,,,,,
ME Bank,https://www.linkedin.com/company/mebank,https://www.linkedin.com/company/927944,mebank.com.au,"ME’s the Aussie bank Making Money Good since 1994. We were born at a time when buying your own home was unattainable for many, so we offered low-cost home loans that got more people home. And since then we’ve made good on over 300,000 Aussie dreams.Today we offer a full suite of banking services, but our philosophy remains the same. To take as much bad as we can out of the banking world, by making good products that even do good in the community.So if you’re ready to make money good, then talk to ME.",1994,707,"Carlton, Victoria, Australia",,,Melbourne,,,,,+61397084001,banking,,,,"Banking,Finance,Lending",501-1000,"https://www.twitter.com/MEbank, https://www.facebook.com/MEBankAU",,,,,,,,
CUA - Credit Union Australia Limited,https://www.linkedin.com/company/cua---credit-union-australia-limited,https://www.linkedin.com/company/784868,greatsouthernbank.com.au,"For over 75 years, we’ve been putting our customers first, and today we look after the financial and insurance needs of over 560,000 Australians. We just changed our name from CUA to Great Southern Bank but we’re still customer-owned and focused on helping Australians own their own homes via great rates and clever products. Please follow our new official LinkedIn page at https://www.linkedin.com/company/gsbankau. For more information, visit www.greatsouthernbank.com.au",1946,307,"Brisbane, Queensland, Australia",,,Brisbane,,,145 Ann Street,4000,,banking,,,,Financial Services and banking,201-500,,financial services & banking,,,,,,,
Newcastle Permanent,https://www.linkedin.com/company/newcastle-permanent,https://www.linkedin.com/company/64994,newcastlepermanent.com.au,"We are customer owned and put our customers first. No shareholders means no compromise. Just great rates, award winning service and real commitment to our customers.Supporting local and giving back is what we stand for. Through employee initiatives, community sponsorships and Charitable Foundation grants we invest in the local communities in which we live. We are proudly a part of NGM Group Australia, a financial powerhouse and one of Australia’s largest customer owned banks.",1903,761,"Newcastle West, New South Wales, Australia",,,Newcastle West,,,,,+61249076501,banking,,,,"Personal Banking,Business Solutions,Home Loans,Community,Financial Planning",501-1000,"https://twitter.com/newcastleperm, https://www.facebook.com/NewcastlePermanent",,,,,,,,
Great Southern Bank,https://www.linkedin.com/company/gsbankau,https://www.linkedin.com/company/73066045,greatsouthernbank.com.au,"For over 75 years, we’ve been putting our customers first, and today we provide banking to over 400,000 Australians. We have changed our name from CUA to Great Southern Bank but we remain customer owned and firmly focused on helping all Australians own their own homes.For more information, visit www.greatsouthernbank.com.au.Or be social with us on:Instagram: instagram.com/gsbankauFacebook: facebook.com/gsbankauTikTok: tiktok.com/@gsbankau",1946,882,"Brisbane City, Queensland, Australia",,,Brisbane City,,,"300 George St, level 27, Brisbane City, Queensland 4000, AU",4000,+610733650000,banking,,,,,501-1000,"https://twitter.com/cua_connect, https://www.facebook.com/gsbankau",,697060000,"iTunes, Vimeo, Rubicon Project, Quantcast, Omniture (Adobe), Mobile Friendly, Mimecast, Microsoft Office 365, Melbourne IT, JQuery 2.1.1, JQuery 1.11.1, Google Tag Manager, Google Play, Google Maps, Google Font API, Google Analytics Ecommerce Tracking, Facebook Widget, Facebook Login (Connect), DoubleClick, CrazyEgg, Cornerstone On Demand, Confirmit, Citrix NetScaler, CSC Corporate Domains, Bing Ads, Atlassian Cloud, Adobe Media Optimizer, Adobe Marketing Cloud, AddThis, Active Campaign",,,,,
Bendigo Bank,https://www.linkedin.com/company/bendigo-bank,https://www.linkedin.com/company/10851946,bendigobank.com.au,"As Australia’s most trusted bank, 2.5 million (and counting) Aussies know that Bendigo Bank is… bigger for them.Join the bank that's bigger for you. ",,1216,"Kennington, Victoria, Australia",,,Bendigo,,,,,,banking,,,,,1001-2000,,,,,,,,,
Greater Bank,https://www.linkedin.com/company/greater-bank,https://www.linkedin.com/company/1111921,greater.com.au,"Greater Bank is no ordinary bank — we’re owned by our customers and we put them at the heart of everything we do. With no shareholders we focus on providing better value products and services as well as investing in the growth and development of communities we call home. Greater Bank has a heritage of serving communities in NSW and South East QLD, with our head office in the Hunter region. We are proudly a part of NGM Group Australia, a regional financial powerhouse and one of Australia’s largest customer owned banks. When you join us, you’ll certainly be in good company.",1945,505,"Hamilton, New South Wales, Australia",,,Hamilton,,,,,+61249219909,banking,,,,"banking,home loans,personal loans,everyday banking,savings accounts,credit cards,mobile banking,online banking,insurance,travel services",501-1000,"https://twitter.com/GreaterBSociety, https://facebook.com/GreaterBuildingSociety",,,,,,,,
Rabobank Australia,https://www.linkedin.com/company/rabobankaustralia,https://www.linkedin.com/company/16196998,rabobank.com.au,"Rabobank Australia is a part of the international Rabobank Group, the world’s leading specialist in food and agribusiness banking. We have more than 125 years’ experience providing customised banking and finance solutions to businesses involved in all aspects of food and agribusiness. We are structured as a cooperative and operate across 36 countries, servicing the needs of approximately 10 million clients worldwide through a network of more than 1000 offices and 61 branches across Australia.Our purpose is to support our clients to feed the world sustainably. True to our cooperative roots, our focus lies with our employees and our clients, not shareholders, so we always put people first. We value inclusion, belonging, and positive experiences for all. Our work environment, our benefits and our ‘cooperative DNA’ makes Rabobank a unique place to work. We embrace diversity and welcome people from all backgrounds. We consistently return industry-leading employee engagement scores and client net promoter scores (NPS), reflecting our exceptional culture and commitment to our values “Client Driven”, “Responsible”, “Professional” and “Cooperative”.To learn more about the Rabobank difference visit: https://www.rabobank.com.au/",1994,730,"Millers Point, New South Wales, Australia",,,Sydney,,,,,,banking,,,,,501-1000,,,,,,,,,
ANZ,https://www.linkedin.com/company/anz,https://www.linkedin.com/company/2437,anz.com,"ANZ has a proud heritage of more than 180 years.Our purpose is to shape a world where people and communities thrive. That is why we strive to create a balanced, sustainable economy in which everyone can take part and build a better life.We employ more than 50,000 people and have our global headquarters in Melbourne. ANZ is among the top 4 banks in Australia, the largest banking group in New Zealand and Pacific, and among the top 50 banks in the world.Follow us elsewhere for our latest news:facebook.com/ShayneElliottANZfacebook.com/ANZAustraliafacebook.com/ANZNewZealandtwitter.com/ANZ_AUtwitter.com/ANZ_NZ twitter.com/ANZ_Mediatwitter.com/ANZ_BlueNotestwitter.com/ANZ_Researchinstagram.com/anz_au bluenotes.anz.com",,50800,"Docklands, Victoria, Australia",,,Melbourne,,,,,,banking,,,,"Retail Banking,Private Banking,Commercial Banking,Wealth Management,Institutional Banking",10000+,,,,,,,,,info@anz.com
Up,https://www.linkedin.com/company/upbanking,https://www.linkedin.com/company/18262736,up.com.au,"A digital bank built by free-thinkers, not bankers, designed to give, not take. Making money easy for Aussies since 2018.",,402,"Melbourne, Victoria, Australia",,,Melbourne,,,,,,banking,,,,,201-500,,,,,,,,,
Westpac Institutional Bank,https://www.linkedin.com/company/westpac-institutional-bank,https://www.linkedin.com/company/2731362,westpac.com.au,"Westpac Institutional Bank (WIB) is partnering with corporates, institutions and governments to back nation-building development, supporting clients with their transition to net zero emissions and helping them drive innovation and efficiency.",1817,1735,"Millers Point, New South Wales, Australia",,,Sydney,,,"275 Kent St, Sydney, New South Wales 2000, AU",2000,,banking,,,,,1001-2000,,,,,,,,,
