company_name,company_link,company_id,company_domain,company_about,company_founded,company_size,company_location_1,company_location_2,company_location_3,company_city_1,company_city_2,company_city_3,company_address,company_postal_code,company_phone,company_industry_1,company_industry_2,company_industry_3,domain_status,company_specialties,company_size_category,social_fields,keywords,annual_revenue,technologies,funding_events,total_funding,last_funding_round_date,last_funding_stage,company_email
Viva Energy Australia,https://www.linkedin.com/company/viva-energy-australia,https://www.linkedin.com/company/3810153,vivaenergy.com.au,"A career with Viva Energy is more than just a job!  It’s an opportunity to be part of something bigger.  The opportunity to join an amazing team committed to supporting our evolving energy needs and helping to build a secure and sustainable energy future.Our energy helps people reach their destinations, fuels industries, support local businesses and communities.  We are proud of the role we play in the local economies where we operate and supporting Australia’s energy security.   Our goal is to support the energy needs of Australia and achieve net zero by 2050.  Our future plans include a gas terminal and solar energy farm, projects to support alternative energies such as renewables and hydrogen, and the development of strategic storage to improve fuel supply security.Our future plans will support a transition to sustainable, lower carbon energy solutions.  At the heart of our plans is people power.  People who want to be part of the change and the solution.  People who want to make a difference to ensure our customers, communities, environment and the planet thrive today as well as tomorrow.  Will you be part of the energy solution?",,1583,"Docklands, Victoria, Australia",,,Docklands,,,,,,oil and gas,,,,"Energy,Oil,Gas,Lubricants,Fuel,Mining Services,Manufacturing,Transport,Refining,Supply,Bitumen,Solvents,Marine,Aviation,Hydrogen,EV",1001-2000,,,,,,,,,
Shelf Subsea,https://www.linkedin.com/company/shelf-subsea-pty-ltd,https://www.linkedin.com/company/7588473,shelfsubsea.com,"SHELF is a totally independent commercial diving, engineering, project management and marine support & logistics company.  Specialising in Air and Saturation diving operations primarily for the Oil & Gas and Marine Construction industries, SHELF has successfully expanded the range of services provided beyond our original core business to such an extent that SHELF is now both capable and experienced in project managing or directly undertaking most facets of offshore operations.SHELF has its head office in the light-industrial suburb of Osborne Park in Perth, regional offices in Karratha, WA, and Sale, Victoria, as well as office and workshop facilities at Loyang Offshore Supply Base in Singapore, enabling SHELF to provide services throughout Australia, NZ, PNG and SE Asia.SHELF operate an ABS classed (portable) 12-man Saturation Diving system, a Seaeye Panther-XT Plus ROV, 12 x Air Diving systems (2 of which are Zone-2 Rated), 3 x 10m shallow water jet boats, 3 x DNV Classed 25m shallow draft landing craft with approved DMP Safety Cases for Oil and Gas Operations and 2 x Geotechnical Rock Bolting Rigs. As a result, SHELF is considered one of the premier diving companies in the Australasian region.In addition to substantial assets and resources, SHELF has the following accreditations:•	DNV ISO 9001:2008 compliant & accredited•	DNV AS/NZS 4801:2001 compliant &accredited•	DNV OHSAS 18001:2007 compliant &accredited•	World-wide Contractor Member of the International Marine Contractors Association (IMCA)•	NOPSEMA & DMP approved Diving Safety Management System (DSMS) and Diving Operations Manual•	Certified for In-Water Surveys by American Bureau of Shipping (ABS), Bureau Veritas, DnV, Lloyd’s Register Asia and Germanischer Lloyd",,143,"Herdsman, Western Australia, Australia",,,Osborne Park,,,"60 howe st, osborne park, western australia 6017, au",6017,+61 8 9329 5000,oil and gas,oil and energy,,,,51-200,,,7000000,"WordPress.org, Outlook, Mobile Friendly",,,,,
Beach Energy Ltd,https://www.linkedin.com/company/beach-energy-ltd,https://www.linkedin.com/company/1932542,beachenergy.com.au,"A proud Australian pioneer, Beach Energy is an ASX-listed oil and gas exploration and production company headquartered in Adelaide, South Australia. Founded in 1961, Beach produces gas, oil and natural gas liquids from five basins across Australia and New Zealand, with a strategic focus on the core hubs of East Coast Australia and West Coast Australia. Beach’s vision is to become Australia’s leading domestic energy company by delivering leading shareholder returns through the sustainable supply of energy. At Beach, we’re not just about jobs, we’re about careers. Beach provides diverse job opportunities for you to showcase your skills and broaden your expertise. Beach prioritises employee well-being, promoting a healthy and sustainable approach to productivity.",1961,509,"Adelaide, South Australia, Australia",,,Adelaide,,,"80 flinders street, adelaide, south australia, australia",5000,+61 8 8338 2833,oil and gas,oil and energy,,,,501-1000,https://twitter.com/beachenergyltd,,1140000000,"WordPress.org, SuccessFactors (SAP), Route 53, Outlook, Nginx, Mobile Friendly, MailChimp SPF, Google Tag Manager, Google Maps (Non Paid Users), Google Maps, Google Font API, BugHerd, Amazon AWS",,,,,info@beachenergy.com.au
INPEX Australia,https://www.linkedin.com/company/inpex-australia,https://www.linkedin.com/company/82817,inpex.com.au,"Here in Australia we're harnessing the most powerful energy in the world – Will Power. INPEX Australia is a determined, dynamic and rapidly growing part of INPEX CORPORATION, a leading independent worldwide oil and gas explorer and producer involved in more than 70 projects across over 20 countries. We have been a quiet achiever in Australian business for nearly 30 years, but our multi-billion dollar Ichthys LNG Project connecting the Browse Basin and the Northern Territory is now turning heads. At INPEX Australia, we know that who we are, how we work and what we believe are driving forces in our everyday working lives and, ultimately, in the success of our company. Headquartered in Perth with offices in Darwin, INPEX Australia is active in the Timor Sea and the Carnarvon, Browse and Bonaparte basins. We are pursuing opportunities to further expand our presence in Australia. INPEX Australia’s portfolio includes the flagship Ichthys LNG Project and participating interests in the Bayu-Undan/Darwin LNG, Prelude FLNG and Van Gogh projects and the development of the Ravensworth, Coniston and Kitan oil fields. These projects represent investments of billions of dollars and comprise a number of joint ventures forging dynamic and exciting alliances.",1986,2179,"Perth, Western Australia, Australia",,,Perth,,,"level 22, 100 st georges ter, perth, western australia, australia",6000,,oil and gas,oil and energy,,,"Natural Gas,Condensate,Crude Oil,LNG",1001-5000,"https://twitter.com/inpexaustralia, https://www.facebook.com/INPEXAustralia/","lng, natural gas, crude oil, condensate",8400000000,"reCAPTCHA, SuccessFactors (SAP), ServiceNow, Route 53, Outlook, Mobile Friendly, Google Tag Manager, Amazon AWS, ASP.NET",,,,,
Arrow Energy,https://www.linkedin.com/company/arrow-energy,https://www.linkedin.com/company/214340,arrowenergy.com.au,"Arrow Energy is a Queensland-based natural gas producer, helping power homes, businesses and industries as part of the global energy transition.Our Surat Gas Project is a 27-year initiative that will be capable of producing enough natural gas to power the equivalent of more than four million homes every day.The energy we produce is essential for heating and cooling homes, providing hot water and generating electricity. We are proud to create brighter futures in the communities where we operate through regional job creation, local road upgrades and social investment.In everything we do, we are committed to living the Arrow values of Respect, Lead, Integrate, Solve and Own.Arrow Energy is a joint venture between two of the world’s largest oil and gas companies - Shell and PetroChina.",1997,637,"Brisbane City, Queensland, Australia",,,Brisbane,,,"l 13 10 eagle st, yha brisbane city, queensland, au, 4000",4000,+61 7 3012 4000,natural gas extraction,oil and gas,oil and energy,,,501-1000,https://twitter.com/Arrow_Energy,,315000000,"Vimeo, ServiceNow, Mobile Friendly, Microsoft Office 365, Google Tag Manager, Google Maps (Non Paid Users), Google Maps, Atlassian Cloud, Amazon SES",,,,,info@arrowenergy.com.au
DhaSh Group of Companies,https://www.linkedin.com/company/dhashgroup,https://www.linkedin.com/company/33819607,dhashtec.com,"Welcome to DhaSh Group of Companies, a beacon of innovation and excellence in sustainable solutions. At our core is DhaSh PV Technologies Ltd, a leader in solar Photovoltaic junction box and PV connectors manufacturing in India.DhaSh PV Technologies Ltd:As pioneers in solar energy, we're dedicated to crafting cutting-edge PV modules and junction boxes, setting new industry standards for quality, reliability, and performance.DhaSh Polymer Technologies Pvt. Ltd.:Under our umbrella, DhaSh Polymer Technologies focuses on delivering high-performance polymer solutions across industries, from automotive to industrial applications.DhaSh Engineering & Automation Pvt. Ltd.:At the forefront of engineering solutions, our team at DhaSh Engineering & Automation provides precision engineering and automation services, helping clients achieve their goals.DhaSh Foundation:Beyond business, the DhaSh Foundation drives social responsibility, leading initiatives in education, healthcare, and environmental conservation, making a positive impact on communities.At DhaSh, we're shaping a sustainable future through collaboration, innovation, and a steadfast commitment to excellence. Join us on this journey toward a cleaner, brighter, and more sustainable world.",,67,"Bengaluru, Karnataka, India",,,Bangalore,,,,,,renewable energy semiconductor manufacturing,,,,"PV Junction box,PV Connectors,PV Cable,DhaSh Trio Junction Box,Automation,Engineering Solutions",51-200,,,,,,,,,
Iberdrola Australia,https://www.linkedin.com/company/iberdrola-au,https://www.linkedin.com/company/310157,iberdrola.com.au,"Iberdrola Australia is leading Australia’s transition to a clean energy future. Iberdrola Australia generates and sources renewable energy, increases the value of intermittent renewables by firming, and provides customers with clean, reliable and competitively priced energy solutions. Iberdrola Australia generates renewable energy from its owned wind farms in New South Wales (NSW), South Australia (SA) and Western Australia (WA). Iberdrola Australia also sources renewable energy from third party renewable projects under its ‘Capital Lite’ strategy. Iberdrola Australia increases the value of intermittent renewables by firming them from the Smithfield Open Cycle Gas Turbine facility in Western Sydney, NSW, and its 25MW/52MWh Battery at Lake Bonney, SA.Iberdrola Australia’s energy retailing licences are held in the National Electricity Market (NEM) regions of Queensland, New South Wales (including the Australian Capital Territory), Victoria and South Australia.Iberdrola Australia is a proud and active supporter of the communities in which it operates.",2003,255,"Millers Point, New South Wales, Australia",,,Sydney,,,"56 pitt street, sydney, new south wales, australia",2000,+61 2 8031 9900,renewable energy power generation,semiconductors,,,"renewable energy,solar energy,energy storage,project development,energy trading,energy firming,project construction,operations and maintenance,asset management,community engagement,sustainability,energy markets,operations and control centre,hydrogen,offshore wind energy,onshore wind energy",201-500,https://www.facebook.com/Infigen,"renewable energy, solar energy, energy storage, wind energy, energy trading, project development, energy firming",235600000,,,,,,
QGC,https://www.linkedin.com/company/qgc,https://www.linkedin.com/company/957636,qgc.com.au,"QGC was the first in the world to produce LNG from natural gas sourced in coal seam and operates the two-train, Queensland Curtis LNG liquefaction plant.",,759,"Brisbane City, Queensland, Australia",,,Brisbane,,,"275 George Street, Brisbane, Queensland 4000, AU",4000,,oil and gas,oil and energy,,,"HSSE,CSG,Coal Seam Gas,CBM,Coal Bed Methane,Well Engineering,Reservoir Engineering,Hydrogeology,Hydrology,Geology,Drilling Engineering,Construction Management,Mechanical Engineering,Civil Engineering,Structural Engineering,Piping,E&I,Production Technology",501-1000,https://twitter.com/qgcinfo,"mechanical engineering, construction management, structural engineering, geology, piping, civil engineering, e, i, hsse, reservoir engineering, hydrology, cbm, well engineering, hydrogeology, production technology, drilling engineering, coal bed methane, coal seam gas, csg",351200000,"DynECT, Shutterstock, React, Rackspace, Outlook, Mobile Friendly, Microsoft Office 365, Microsoft Azure Hosting, Microsoft Azure, Frontbridge, Formstack, Apache, Amazon SES",,,,,
Ampol,https://www.linkedin.com/company/ampol,https://www.linkedin.com/company/42373409,ampol.com.au,"Ampol is an independent Australian company and the leader in transport fuels in Australia and, through its acquisition of Z Energy, in New Zealand.We supply Australia's largest branded petrol and convenience network as well as refining, importing and marketing fuels and lubricants. As the energy transition progresses, we are building out our electric vehicle (EV) on-the-go public charging networks in Australia and NZ. We have a deep history spanning over 120 years and are listed on the Australian Securities Exchange (ASX) and New Zealand Exchange (NZX).Ampol supplies fuel to more than 110,000 business and SME customers in diverse sectors across the Australian and NZ economies, including mining, transport, marine, agriculture, aviation and other commercial and industrial sectors. Across our Australian and NZ retail networks, we serve approximately 4 million customers every week with fuel, convenience and EV charging products. Our ability to service our broad customer base is supported by our robust supply chain and strategic infrastructure positions. In Australia, that includes 15 terminals, 6 major pipelines, 53 wet depots, 1,790 Ampol branded sites (including 636 company-controlled retail sites) and one refinery located in Lytton, Queensland. In NZ, we have grown our presence through the acquisition of Z Energy. Our New Zealand operations now consists of 9 terminals and 513 sites (includes Z Energy and Caltex branded sites). This network is supported by over 9,100 people across Australia, NZ , Singapore and the United States of America (USA).In recent years, we have leveraged our Australian business to extend our supply chain and operations into international markets. This includes our Trading and Shipping business that operates out of Singapore and Houston in the USA, and our international storage positions across the Asia Pacific region and North America. Ampol also owns a 20% equity interest in Seaoil, a leading independent fuel company in the Philippines.",1900,3025,"Eveleigh, New South Wales, Australia",,,Alexandria,,,,,+61292505000,oil and gas,,,,,1001-5000,"https://twitter.com/AmpolAustralia, https://www.facebook.com/AmpolAustralia/",,,,,,,,
Clean Energy Council,https://www.linkedin.com/company/clean-energy-council,https://www.linkedin.com/company/639827,cleanenergycouncil.org.au,"The Clean Energy Council is the peak body for the clean energy industry in Australia. We represent and work with hundreds of leading businesses operating in solar, wind, energy efficiency, hydro, bioenergy, energy storage, geothermal and marine along with more than 5000 solar installers.We are committed to accelerating the transformation of Australia's energy system to one that is smarter and cleaner.Authorised by K.Thornton, CEC, Melbourne",2007,168,"Melbourne, Victoria, Australia","Carlton, Victoria, Australia",,Melbourne,,,"level 15, 222 exhibition st, melbourne, vic 3000, au",3000,,renewable energy power generation,renewable energy semiconductor manufacturing,semiconductors,,,51-200,"https://twitter.com/cleannrgcouncil, https://www.facebook.com/cleanenergycouncil",,4081000,"Vimeo, TribalFusion, Sendgrid, Salesforce, Outlook, Mobile Friendly, Marketo, Google Tag Manager, Facebook Widget, Facebook Login (Connect), Facebook Custom Audiences, DNS Made Easy, CloudFlare Hosting, CloudFlare CDN, Act-On",,,,,info@cleanenergycouncil.org.au
Senex Energy,https://www.linkedin.com/company/senex-energy,https://www.linkedin.com/company/2459615,senexenergy.com.au,"Senex is world-class supplier of reliable and secure energy – committed to delivering essential energy for life.   We’re proudly local with operations located near Wandoan and Roma in Queensland’s Surat Basin.  The energy we proudly provide is essential to our modern lives and for the thriving communities we serve.  As a critical energy provider to Australia’s manufacturing industry, supporting thousands of workers who make essential goods – from bricks to plasterboard to glass bottles.   Senex is proud to play our part in the global energy transformation, delivering essential energy for the journey to a cleaner energy future. ",1984,311,"Brisbane City, Queensland, Australia",,,Brisbane,,,,,+61733359000,natural gas extraction,oil and gas,,,,201-500,https://twitter.com/SenexEnergy,,,,,,,,
Mobil Oil,https://www.linkedin.com/company/mobil-oil,https://www.linkedin.com/company/1688,onlinecareer360.com,https://onlinecareer360.com/,,1078,,,,Melbourne,,,"l 9 664 collins st, docklands, victoria, australia, 3008",3008,+18006624525,oil and gas,oil and energy,,,,1001-2000,"https://twitter.com/mobil1, https://www.facebook.com/Mobil1/",,44304000,"reCAPTCHA, WordPress.org, LivePerson Monitor, Gravity Forms, Google Font API, Facebook Widget, Facebook Login (Connect), Facebook Custom Audiences, YouTube, SOASTA, Mobile Friendly, Microsoft Azure Hosting, Google Tag Manager, F5 BIG-IP, Akamai DNS, Akamai",,,,,
Woodside Energy,https://www.linkedin.com/company/woodside-energy,https://www.linkedin.com/company/11552,woodside.com,"We aim to thrive through the global energy transition with a low-cost, lower-carbon, profitable, resilient and diversified portfolio. Our recently expanded global portfolio includes quality oil and gas assets and interests in Australia, the Gulf of Mexico, Trinidad and Tobago, Senegal, Timor-Leste, Canada and Barbados.  Our focus in operations remains on safety, reliability, efficiency and environmental performance, leveraging more than 35 years of operating experience.  We have growth opportunities across our three pillars of gas, oil and new energy. Woodside Energy LinkedIn followers, please be aware that we have recently seen a spike in fraudulent job advertisements and LinkedIn profiles claiming to be from our Human Resources team. We are working to have these removed and ask you to report any suspicious looking posts or accounts to Woodside at gradcareers@woodside.com.au  We have also seen offers of employment mailed to job seekers by individuals or organisations posing as Woodside. Importantly, communications about employment opportunities with Woodside will only ever be sent from email addresses ending in woodside.com.au or woodside.com. We will also never make unsolicited jobs offers or seek payment from job applicants.   For more information about how to spot fraudulent Woodside recruitment activity, go to our careers page. ",1954,5590,"Perth, Western Australia, Australia",,,Perth,,,"woodside plaza, 240 st georges terrace, perth wa 6000, australia",6000,+61893484000,oil and gas,oil and energy,,,"oil and gas,drilling and completions,Floating storage and offloading vessels,liquefied natural gas,exploration,subsea technology",5001-10000,"https://twitter.com/WoodsideEnergy, https://www.facebook.com/woodsideenergy/","oil & gas, drilling & completions, exploration, liquefied natural gas, subsea technology, floating storage & offloading vessels",10302000000,"OneTrust, Citrix NetScaler, reCAPTCHA, SuccessFactors (SAP), Salesforce, Route 53, Outlook, New Relic, Mobile Friendly, Microsoft Office 365, MailChimp SPF, Google Tag Manager, Eloqua, CloudFlare Hosting, CloudFlare CDN, CloudFlare, Atlassian Cloud, Amazon SES, Amazon AWS, AddThis",,,,,media@woodside.com
Programmed Offshore,https://www.linkedin.com/company/programmedoffshore,https://www.linkedin.com/company/845449,programmed.com.au,"Programmed Offshore specialises in providing quality marine, drilling, construction, maintenance and catering personnel.  With over 30 years of experience offering borderless solutions to the largest offshore projects, our proven track record makes us a trusted partner of choice.  We are dedicated to inspiring and developing our people to be the best within their area of expertise, whist offering a quality, comprehensive service to our clients. We set ourselves high performance targets, in particular when it comes to the safety and the well-being of our people. Our goal is to achieve Zero Harm across all our operations.We specialise in providing personnel and logistics solutions to the oil and gas industry, supporting vessel and marine activities, drilling operations, offshore construction projects, maintenance, catering and janitorial requirements and other auxiliary functions, onshore and offshore, as so required by our clients. Follow Programmed Offshore on LinkedIn to stay up-to-date with the latest news and vacancies. ",,320,"Kings Park, Western Australia, Australia",,,West Perth,,,"level 2, 600 murray street, west perth, western australia 6005, au",6005,,oil and gas,oil and energy,,,"Offshore Recruitment,Manpower - Marine, Drilling, Construction & Maintenance, Catering & Housekeeping & Janitorial,Oil & Gas,Catering Services,Employee / Industrial Relations,Logistics,Marine Operations Consultancy,Travel Management,Payroll,Onshore Recruitment",201-500,,"logistics, construction, drilling, catering, travel management, oil, gas, maintenance, payroll, janitorial, oil & gas, oil gas, oil amp gas, catering services, housekeeping, offshore recruitment, employee, industrial relations, construction maintenance, marine crewing, marine operations consultancy, manpower marine, msic, employee industrial relations, construction amp maintenance, drilling recruitment, catering housekeeping janitorial, catering amp housekeeping amp janitorial",,,,,,,
Squadron Energy,https://www.linkedin.com/company/squadronenergy,https://www.linkedin.com/company/53271062,squadronenergy.com,"Squadron Energy is Australia’s leading renewable energy company that develops, operates and owns renewable energy assets in Australia. With proven experience and expertise across the project lifecycle, we work with local communities and our customers to lead the transition to Australia’s clean energy future.",,268,"Sydney, New South Wales, Australia",,,Sydney,,,,,,renewable energy power generation,,,,,201-500,,,,,,,,,
