company_name,company_link,company_id,company_domain,company_about,company_founded,company_size,company_location_1,company_location_2,company_location_3,company_city_1,company_city_2,company_city_3,company_address,company_postal_code,company_phone,company_industry_1,company_industry_2,company_industry_3,domain_status,company_specialties,company_size_category,social_fields,keywords,annual_revenue,technologies,funding_events,total_funding,last_funding_round_date,last_funding_stage,company_email
QBE Insurance,https://www.linkedin.com/company/qbe,https://www.linkedin.com/company/165607,qbe.com,"QBE is an international insurer and reinsurer listed on the Australian Securities Exchange and headquartered in Sydney. We employ over 13,000 people in 27 countries.Leveraging our deep expertise and insights, QBE offers commercial, personal and specialty products and risk management solutions to help people and businesses manage risks, build strength and embrace change to their advantage.See our Terms of Use:  qbe.co/2y7Ck4pSee our Privacy Policy: qbe.co/3oa7gZB",,10435,"Millers Point, New South Wales, Australia",,,Sydney,,,,,,insurance,,,,"Boat Insurance,Car Insurance,Caravan Insurance,CTP & Green Slips,Home Insurance,Landlords Insurance,Motorcycle Insurance,Travel Insurance,Accident & Health,Aviation Insurance,Builders Warranty,Commercial Packages,Liability Insurance,Professional Liability",10000+,,,,,,,,,
NAB,https://www.linkedin.com/company/nab,https://www.linkedin.com/company/2357,nab.com.au,We're here to be the most customer-centric company in Australian and New Zealand. We’re focused on what matters most and here to support you with your banking needs in any way we can. We’re open for business. Connect with us: www.nab.com.au/contact-us ,,36387,"Docklands, Victoria, Australia",,,Melbourne,,,,,,banking,,,,"Retail & Wholesale Banking,Financial Products and Services",10000+,,,,,,,,,
MUFG Pension & Market Services,https://www.linkedin.com/company/mpms-mufg,https://www.linkedin.com/company/4035647,mufg.com,"A global, digitally enabled business that empowers a brighter future by connecting millions of people with their assets – safely, securely and responsibly.Through our two businesses MUFG Retirement Solutions and MUFG Corporate Markets, we partner with a diversified portfolio of global clients to provide robust, efficient and scalable services, purpose-built solutions and modern technology platforms that deliver world class outcomes and experiences.A member of MUFG, a global financial group, we help manage regulatory complexity, improve data management and connect people with their assets, through exceptional user experience that leverages the expertise of our people combined with scalable technology, digital connectivity and data insights.",,4287,"Millers Point, New South Wales, Australia",,,Sydney,,,,,,financial services,,,,,1001-5000,,,,,,,,,
Zip Co,https://www.linkedin.com/company/zip-co-limited,https://www.linkedin.com/company/3326900,zip.co,"Zip Co Limited (ASX: ZIP) is a digital financial services company, offering innovative, people-centred products that bring customers and merchants together.Operating in two core markets - Australia and New Zealand (ANZ) and the US, Zip offers access to point-of-sale credit and digital payment services, connecting millions of customers with its global network of tens of thousands of merchants.We’re proud to be a values-led business and our values - Customer First, Own it, Stronger Together and Change the Game - guide us in everything we do.",2013,913,"Sydney, New South Wales, Australia",,,Sydney,,,"10 spring street, sydney, new south wales, australia",2000,+61282942345,financial services,,,,"fintech,payments,digital retail finance,finance products,point-of-sale,transparency,fairness,big data,Buy Now, Pay Later",501-1000,"https://twitter.com/zip_au, https://facebook.com/ZipAU, http://angel.co/zipmoney-1","big data, enterprise software, information technology, consumer internet, software, internet, finance, financial services, fintech, e-commerce, mobile payments, mobile, payments, transparency, financial technology, fairness, retail technology, pointofsale, e-commerce platforms, payment systems, digital retail finance, finance products",299353000,"Linkedin Marketing Solutions, Typeform, React Redux, QuadPay, Microsoft Azure, Atlassian Cloud, Appcues, reCAPTCHA, iTunes, Zendesk, YouTube, WordPress.org, WP Engine, VueJS, Visual Website Optimizer, Vimeo, Typekit, Tradedoubler, Stripe, StatusPage IO, Shutterstock, ShareASale, Sendgrid, Salesforce, SalesLoft, PrestaShop, Pardot, Outlook, Optimizely, Open AdStream (Appnexus), Olark, Nginx, New Relic, Mobile Friendly, Mimecast, Microsoft Office 365, Microsoft Azure Hosting, Marchex, Mailchimp Mandrill, MailChimp SPF, Linkshare, Lever, Intercom, Hubspot, Hotjar, Gravity Forms, Google Tag Manager, Google Play, Google Maps (Non Paid Users), Google Maps, Google Font API, Google Apps, Google Analytics, Gmail, FullStory, Facebook Widget, Facebook Login (Connect), Facebook Custom Audiences, ExactTarget, Drawbridge, DNSimple, CrazyEgg, Commission Junction, Cloudinary, Cloudflare DNS, CloudFlare Hosting, Bootstrap Framework, Amplitude, Amcharts JS Library, Amazon SES, Amadesa, Affiliate Window, ASP.NET",,,,,
IAG,https://www.linkedin.com/company/iag,https://www.linkedin.com/company/3687,iag.com.au,"IAG is Australia and New Zealand's largest general insurance company with a purpose to make your world a safer place, whether you are a customer, partner, employee, shareholder or part of the communities IAG serves across Australia and New Zealand.Our businesses have helped people recover from natural disasters, accidents and loss since 1851. In Australia and New Zealand we provide insurance under many leading brands, including NRMA Insurance, CGU, SGIO, SGIC and WFI, and NZI, State, AMI and Lumley Insurance (New Zealand). We also have interests in general insurance joint ventures in Malaysia and India. Increasingly, we see our role extending beyond paying claims to increasing awareness of risk, and helping communities reduce and prevent risk. We believe it is our responsibility as an industry leader to use our influence and role as a major investor, purchaser and employer for the good of everyone.For further information please visit www.iag.com.au.",,10874,"Millers Point, New South Wales, Australia",,,Sydney,,,,,,insurance,,,,"Underwriting,Home & Motor Claims,CTP,Life Insurance,Travel Insurance,Boat, Lifestyle & Leisure Insurance,Home Security,Risk,Reinsurance,Shared Value",10000+,,,,,,,,,
CommSec,https://www.linkedin.com/company/commsec,https://www.linkedin.com/company/2851,commsec.com.au,"CommSec is Australia's largest online broker, offering a number of products and services including online trading, cash management, margin lending, and international share trading. Visit our website or follow us on Twitter for live share market news and subscribe to CommSec TV on YouTube for video updates from our leading market analysts.  Market News: https://www.commsec.com.au/market-news/the-markets.html Twitter:  http://www.twitter.com/commsec YouTube:  http://www.youtube.com/commsectv",1995,622,"Millers Point, New South Wales, Australia",,,Sydney,,,"locked bag 22, sydney, new south wales, australia",2164,+610293782000,financial services,,,,"Shares,Options,Margin Lending,Cash Management,International Share Trading,Managed Funds",501-1000,https://twitter.com/commsec,"cash management, options, shares, managed funds, margin lending, international share trading",150000000,"iTunes, Route 53, Qualtrics, Outlook, Omniture (Adobe), Mobile Friendly, Microsoft Office 365, Google Tag Manager, Google Play, Facebook Widget, Facebook Login (Connect), Facebook Custom Audiences, DoubleClick, Brightcove, Apache, Amazon AWS, Akamai, Adobe TestAndTarget, Adobe Marketing Cloud, Adobe CQ, ASP.NET",,,,,
Dexus,https://www.linkedin.com/company/dexus-group,https://www.linkedin.com/company/277249,dexus.com,"Dexus (ASX: DXS) is a leading Australasian fully integrated real asset group, managing a high-quality Australasian real estate and infrastructure portfolio valued at $53.4 billion. The Dexus platform includes the Dexus investment portfolio and the funds management business. We directly and indirectly own $14.5 billion of office, industrial, retail, healthcare, infrastructure and alternatives. We manage a further $38.9 billion of investments in our funds management business which provides third party capital with exposure to quality sector specific and diversified real asset products. The funds within this business have a strong track record of delivering performance and benefit from Dexus’s capabilities. The platform’s $15.6 billion real estate development pipeline provides the opportunity to grow both portfolios and enhance future returns. We believe that the strength and quality of our relationships will always be central to our success and are deeply connected to our purpose Unlock potential, create tomorrow. Our sustainability approach is focused on the priority areas where we believe we can make significant impact: Customer Prosperity, Climate Action and Enhancing Communities. Dexus is supported by more than 38,000 investors from 24 countries. With four decades of expertise in real estate and infrastructure investment, funds management, asset management and development, we have a proven track record in capital and risk management and delivering returns for investors. www.dexus.comwww.dexus.com",2004,966,"Millers Point, New South Wales, Australia",,,Sydney,,,,,+61290171100,financial services,funds and trusts,,,"Actively owns and manages office, industrial, healthcare and retail properties located in key Australian markets,commercial property investment, development and asset management,property funds management",501-1000,"https://twitter.com/dexus, https://facebook.com/dexusau/",,,,,,,,
AustralianSuper,https://www.linkedin.com/company/australiansuper,https://www.linkedin.com/company/486545,australiansuper.com,"Australia’s largest super fund, investing for over 3 million members.AustralianSuper is here to help members achieve their best financial position in retirement. We do this by delivering strong long-term performance and low admin fees for members.We use our size, investment capability and global reach to help us access the best investment opportunities for the benefit of members. We’re committed to providing good value products and services that members need, along with support, guidance and advice to help them feel confident about their future.-----------------------------------------------------------------------------------------AustralianSuper is not responsible for other user's comments. We reserve the right to delete any comments that are not in line with our community standards. By participating in the AustralianSuper’s LinkedIn community, you agree to adhere to our House Rules: ausup.me/HouseRules______________________________________________________________________________________AustralianSuper is a profit-for-member fund. This means we don’t pay profits or dividends to shareholders, so the money we make goes back into the fund for the benefit of members.Investment returns aren’t guaranteed. Past performance isn’t a reliable indicator of future returns. Other fees and costs apply. Read the PDS and TMD at www.australiansuper.comaustraliansuper.com/contact-us",2006,2229,"Melbourne, Victoria, Australia","Carlton, Victoria, Australia",,Melbourne,,,"130 lonsdale street, gpo box 1901, melbourne, victoria, au, 3000",3004,+611300300273,financial services,,,,"Superannuation,Insurance,Investments",1001-5000,"https://twitter.com/australiansuper, https://facebook.com/AustralianSuper","insurance, investments, superannuation",40195000000,"Mimecast, Microsoft Azure, Microsoft Application Insights, Drupal, The Trade Desk, Marketo, LivePerson Monitor, Atlassian Cloud, reCAPTCHA, iTunes, Zopim, YouTube, WordPress.org, VueJS, Taboola Newsroom, SiteCore, SOASTA, Ruxit, Outlook, Mobile Friendly, Microsoft-IIS, Microsoft Office 365, Google Tag Manager, Google Play, Google Font API, Brightroll, Bootstrap Framework, Bluekai, Amazon SES, Akamai DNS, Akamai, Adobe Marketing Cloud, ASP.NET",,,,,media@australiansuper.com
Computershare,https://www.linkedin.com/company/computershare,https://www.linkedin.com/company/163185,computershare.com,"Welcome to a world of potentialComputershare can genuinely be considered an Australian success story. From modest beginnings in 1978, we have become the recognised global leader in our field, employing over 12,000 people in around 90 offices worldwide.Our success can be attributed to many factors, not least of which is our ability to attract and retain high calibre employees. With a strong focus on delivering certainty, ingenuity and advantage to our clients, we promote an entrepreneurial spirit and an enterprise-wide commitment to service excellence. Our diverse portfolio of services and products across our entire group of companies, offers the opportunity to expand your skills, experience and responsibilities across a range of industries both locally and internationally. Opening up a world of potential for you.If you are looking for that first step or next step in your career, we encourage you to visit careers.computershare.com, or please explore the rest of this site for more information about our business, culture and values.",1978,7410,"Melbourne, Victoria, Australia",,,Melbourne,,,"yarra falls 452 johnston street, melbourne, victoria, au, 3067",3067,+61394155490,financial services,,,,"Share Registry,Proxy Solicitation,Entity Management,Board Portal Software,Corporate Actions,Corporate Trust,SEC filings,Deposit Protection,Childcare Vouchers,Bankruptcy administration,Tax voucher solutions,Employee share plans,Communications Services",5001-10000,"https://twitter.com/computershare, https://facebook.com/ComputershareCPU","proxy solicitation, corporate actions, communications services, entity management, corporate trust, sec filings, childcare vouchers, share registry, board portal software, employee share plans, bankruptcy administration, deposit protection, tax voucher solutions",10260212000,"Atlassian Cloud, YouTube, Taleo, ON24, Mobile Friendly, Microsoft-IIS, Microsoft Office 365, LivePerson Monitor, Google Tag Manager, Google Maps (Non Paid Users), Google Maps, Google Font API, Eloqua, Digital Ocean DNS, Citrix NetScaler, Bootstrap Framework, AppNexus, ASP.NET",,,,,
Vantage,https://www.linkedin.com/company/vantagemarkets,https://www.linkedin.com/company/1377204,vantagemarkets.com,"Vantage is a global, multi-asset broker offering clients access to a nimble and powerful service for trading CFDs on Forex, Commodities, Indices, Shares, and Cryptocurrencies. With more than 10 years of market experience and headquartered in Sydney, Vantage now has over 1,000 employees/personnel across more than 30 global offices. Vantage is more than a broker. It provides a trusted trading ecosystem and a faster and simpler trading platform that enables clients to take advantage of trading opportunities. Be empowered to trade on market opportunities when you trade smarter @vantage.",2009,966,"Millers Point, New South Wales, Australia",,,Sydney,,,"31 market street, sydney, new south wales, australia, 2000",2000,,financial services,,,,"Forex Trading,Financial Services,Online Trading",501-1000,,"financial services, online trading, forex trading",99800000,"The Trade Desk, Zendesk, YouTube, WordPress.org, WP Engine, VueJS, Trustpilot, Taboola, Outlook, Mobile Friendly, Microsoft Office 365, Marketo, Mailchimp Mandrill, Linkedin Widget, Linkedin Marketing Solutions, Linkedin Login, Hubspot, Hotjar, Google Tag Manager, Google Play, Google Analytics, GoToWebinar, Facebook Widget, Facebook Login (Connect), Facebook Custom Audiences, Comm100, Cloudflare DNS, CloudFlare Hosting, Bootstrap Framework, Active Campaign",,,,,info@vantagemarkets.com
ANZ,https://www.linkedin.com/company/anz,https://www.linkedin.com/company/2437,anz.com,"ANZ has a proud heritage of more than 180 years.Our purpose is to shape a world where people and communities thrive. That is why we strive to create a balanced, sustainable economy in which everyone can take part and build a better life.We employ more than 50,000 people and have our global headquarters in Melbourne. ANZ is among the top 4 banks in Australia, the largest banking group in New Zealand and Pacific, and among the top 50 banks in the world.Follow us elsewhere for our latest news:facebook.com/ShayneElliottANZfacebook.com/ANZAustraliafacebook.com/ANZNewZealandtwitter.com/ANZ_AUtwitter.com/ANZ_NZ twitter.com/ANZ_Mediatwitter.com/ANZ_BlueNotestwitter.com/ANZ_Researchinstagram.com/anz_au bluenotes.anz.com",,50800,"Docklands, Victoria, Australia",,,Melbourne,,,,,,banking,,,,"Retail Banking,Private Banking,Commercial Banking,Wealth Management,Institutional Banking",10000+,,,,,,,,,info@anz.com
Liberty,https://www.linkedin.com/company/liberty-financial-pty-ltd,https://www.linkedin.com/company/993398,liberty.com.au,"Liberty is a leading lender that offers free-thinking solutions to support customers with greater choice. Our innovative and flexible approach has allowed us to help over 850,000 people get financial. Proudly B Corp certified and a Financial Inclusion Action Plan signatory, we believe in making a difference beyond borrowing. This extends to our commitment to reconciliation, guided by our Reconciliation Action Plan. As sponsors of the Hockey One, Essendon Football Club, Melbourne Renegades and A-Leagues, Liberty is passionate about supporting free thinkers on and off the field. We're consistently looking for passionate people who are interested in a finance career and helping others. As we continue to set new standards in the industry and the community, we welcome motivated individuals to join our team and collective mission. Approved applicants only. Lending criteria apply. Fees and charges are payable. Liberty Financial Pty Ltd ACN 077 248 983 and Secure Funding Pty Ltd ABN 25 081 982 872 Australian Credit Licence 388133, together trading as Liberty Financial.",1997,684,"Melbourne, Victoria, Australia","Carlton, Victoria, Australia",,Melbourne,,,"535 bourke street, melbourne, victoria, australia",3000,+61386358888,financial services,,,,"Home loans,Car loans,Business loans,Personal loans,Commercial loans,SMSF loans",501-1000,"https://twitter.com/LibFinancial, https://www.facebook.com/liberty.social","home loans, personal loans, car loans in australia, commercial mortgages in australia, term investments in australia, equipment finance for businesses in new zealand, secured deposits in new zealand, preferred insurance partner lfi",8500000,"React Redux, Netlify, reCAPTCHA, Zendesk, VueJS, Salesforce, Pardot, Outlook, Mobile Friendly, Mimecast, Microsoft-IIS, Microsoft Azure Hosting, Hotjar, HeapAnalytics, Google Tag Manager, Google Maps (Non Paid Users), Google Maps, Google Font API, Google Analytics, Amazon SES, ASP.NET",,,,,
ALS,https://www.linkedin.com/company/als,https://www.linkedin.com/company/110530,alsglobal.com,"ALS is a global leader in scientific testing, providing comprehensive testing solutions to clients in more than 60 countries across a wide range of industries, including environment, food and beverage, mining, personal care, pharmaceutical, healthcare and equipment reliability. Using state-of-the-art technologies and innovative methodologies, our dedicated international teams deliver the highest-quality testing services and personalised solutions supported by local expertise. We help our clients leverage the power of data-driven insights for a safer and healthier world.",,9689,"Paddington, Queensland, Australia",,,Milton,,,,,,international trade and development,,,,"Analytical testing services,Testing, Inspection & Certification TIC,Equipment reliability,Food & beverage,Pharmaceutical & healthcare,Personal care & OTC,Environmental,Site assessment & remediation,Water,Air monitoring,Industrial & occupational hygiene,Mine site operations,Geochemistry,Coal,Metallurgy,Trade & inspection,Mining & commodities,Consulting & analytics",5001-10000,,,,,,,,,
Bank of Queensland,https://www.linkedin.com/company/bank-of-queensland,https://www.linkedin.com/company/19851,boq.com.au,"Thanks for stopping by the Bank of Queensland LinkedIn Page. We're the kind of bank that loves when you visit us – especially in-person at one of our branches. As one of Australia's leading regional banks, we're all about creating real, long-lasting relationships with our customers, and that includes encouraging you to engage with us here. So stay awhile and enjoy our content, share your thoughts, leave a comment or ask us a question. At Bank of Queensland, we're all about supporting our community – including our online one.",,2633,"Herston, Queensland, Australia",,,Newstead,,,,,,financial services,,,,"Personal & Business Banking,Unique Owner-Manager Model",1001-5000,,,,,,,,,
Exide Life Insurance,https://www.linkedin.com/company/hdfclife,https://www.linkedin.com/company/569954,,"Exide Life Insurance is now HDFC Life, one of India’s leading private life insurance companies, offering a range of insurance solutions. We offer a range of individual and group insurance solutions. HDFC Life’s product portfolio comprises solutions, which meet various customer needs such as Protection, Pension, Savings, Investment and Health. Customers have the added advantage of customizing the plans, by adding optional benefits called riders, at a nominal price.",,6043,"Mumbai, Maharashtra, India",,,Mumbai,,,,,,insurance,,,,,5001-10000,,,,,,,,,
EML,https://www.linkedin.com/company/emlpayments,https://www.linkedin.com/company/95862,emlpayments.com,"EML Payments is a global payments company that operates in Australia, the UK, Europe, and the US. Our customers are diverse and include major banks in Europe, government, retail brands and financial services companies. For more information: EMLPayments.com ",2001,625,"Brisbane City, Queensland, Australia",,,Brisbane City,,,"333 ann st, brisbane, queensland, australia",4000,+353469420100,financial services,,,,"Payout Cards,Gift Cards,Incentive and Reward Cards,Mobile Rewards,Supplier Payment Cards,Virtual Payment Cards,Prepaid Cards",501-1000,"https://twitter.com/emlpayments?lang=en, https://facebook.com/EMLpayments/","gift cards, prepaid cards, mobile rewards, payout cards, incentive & reward cards, supplier payment cards, virtual payment cards",144750000,"React, Microsoft Azure, Google Apps, Gmail, Atlassian Cloud, YouTube, WordPress.org, VueJS, Vimeo, UltraDns, StatusPage IO, Sendgrid, Route 53, Pardot, Outlook, NetSuite, Mobile Friendly, Microsoft Office 365, MailChimp SPF, Linkedin Marketing Solutions, Hubspot, Gravity Forms, Google Tag Manager, Google Font API, Cloudflare DNS, Amazon CloudFront, Amazon AWS",,,,,info@emlpayments.com
