company_name,company_link,company_id,company_domain,company_about,company_founded,company_size,company_location_1,company_location_2,company_location_3,company_city_1,company_city_2,company_city_3,company_address,company_postal_code,company_phone,company_industry_1,company_industry_2,company_industry_3,domain_status,company_specialties,company_size_category,social_fields,keywords,annual_revenue,technologies,funding_events,total_funding,last_funding_round_date,last_funding_stage,company_email
Medibank,https://www.linkedin.com/company/medibank,https://www.linkedin.com/company/10854,medibank.com.au,"At Medibank we are motivated by improving the health of all Australians and the health of our members. We are passionate about building a better health system that is centred on people, and sustainable in the long term.Medibank’s core business is the underwriting and distribution of private health insurance policies through our two brands, Medibank and ahm.We also provide a range of integrated healthcare services to our private health insurance policyholders, government, corporate and other retail customers.Medibank’s headquarters are in Melbourne, Victoria, with operations throughout Australia.",,2968,"Docklands, Victoria, Australia",,,Victoria,,,,,,insurance,,,,"Health Insurance,industry health services,travel health,travel insurance,pet insurance,life insurance,medical screening,job capacity assessments,travel medicine,rapid care clinics,injury management,health management programs,occupational health,Healthcare,Mental Health,Nurse Triage,General Practitioners,Clinical,Counselling",1001-5000,,,,,,,,,
Auto & General Australia,https://www.linkedin.com/company/a&g-insurance-services,https://www.linkedin.com/company/54375,autogeneral.com.au,"Safeguarding a brighter future for our customers, our employees and the community.We’re on a mission to be Australia’s best insurer by providing affordable, comprehensive and dependable insurance solutions to Australians.As an underwriter and insurer, millions of Australians look to us to protect them - when they need it most.Our range of general insurance products protect customers on the road, at home and on holiday with various, Car, Motorcycle, Home, Contents, Pet and Travel Insurance products as well as Roadside Assistance.",,2065,Australia,,,9 Sherwood Rd,,,,,,insurance,,,,"Car Insurance,Home & Contents Insurance,Travel Insurance,Pet Insurance,Motorcycle Insurance,Roadside Assistance",1001-5000,,,,,,,,,
TAL Australia,https://www.linkedin.com/company/talaustralia,https://www.linkedin.com/company/2352935,tal.com.au,"TAL is Australia's leading life insurance specialist*. For over 150 years, TAL has been protecting people, not things. Together with its partners, TAL insures more than 5 million^ customers and offers life insurance through the following channels: direct to consumer, through a financial adviser, and via group and workplace superannuation schemes. TAL is part of the Dai-ichi Life Group, one of the world’s largest insurance groups.  House rules Please find our social community guidelines here: https://www.tal.com.au/disclaimer * Results determined by NMG based on TAL market share of inforce premiums as at 31 March 2024.   ^ Based on insured customer policies and insured members of superannuation funds across Group, Retail and Direct ",,2676,"Millers Point, New South Wales, Australia",,,Sydney,,,,,,insurance,,,,"Income Protection/Salary Continuance Cover,Term Life Cover,Total and Permanent Disability Cover,Funeral Expenses Cover,Critical Illness Cover,Life Insurance",1001-5000,,,,,,,,,
Cover-More Group,https://www.linkedin.com/company/cover-more-insurance,https://www.linkedin.com/company/527265,zurich.com,"Zurich Cover-More is one of the world’s largest travel insurance and assistance providers. We look after many millions of the world’s travelers every year, making sure we are there every step of their journey.And we partner with many of the world’s most well-known brands including airlines, global travel companies, major banks and credit card providers and leading retailers.We are proud of our family of customer-facing brands including Travel Guard, Cover-More Travel Insurance, Travelex Insurance, Universal Assistance, World Travel Protection, Freely and Blue Insurance. We are a worldwide, multi-lingual force with teams in North America, Europe, Latin America and Asia Pacific.Zurich Cover-More is part of Zurich Global Ventures, a global platforms business providing products and services that go beyond traditional insurance. Zurich Global Ventures aims to get closer to customers by offering customized, proactive and digital experiences that empower individuals and businesses to be better prepared for the future.",1986,602,"North Sydney, New South Wales, Australia",,,North Sydney,,,"60 miller street, north sydney, new south wales, australia",2060,+611300728822,insurance,,,,"Travel insurance,Emergency Assistance,Claims Handling,Customer Service,e-Commerce,Travel Risk Management",501-1000,"https://twitter.com/CoverMore, https://facebook.com/CoverMore/","ecommerce, customer service, travel insurance, emergency assistance, employee assistance, claims handling, travel risk management",362822000,"reCAPTCHA, YouTube, Visual Website Optimizer, Varnish, Taboola Newsroom, ServiceNow, Outlook, Nginx, New Relic, Mobile Friendly, Google Tag Manager, Drupal, CloudFlare Hosting, CloudFlare CDN, CSC Corporate Domains, Bootstrap Framework, Amplitude, Amazon AWS, Acquia Cloud",,,,,
WorkCover Queensland,https://www.linkedin.com/company/workcover-queensland,https://www.linkedin.com/company/48104,qld.gov.au,"WorkCover Queensland has been providing workers’ compensation insurance in Queensland for more than 25 years to more than 170,000 businesses. Supporting Queensland workers and businesses is at the heart of everything we do. From customer service and managing claims, to accessing rehabilitation, preventing injuries, and making sure you have the right cover to protect your team – we're here for you. The most important thing for us is keeping Queenslanders working and we understand everyone’s needs are different. This means we’ll work with you to make sure you get the best outcome for your situation.  We’re committed to keeping premiums low for employers, while also supporting injured workers with their recovery and return to work.  ",1997,1010,"Brisbane City, Queensland, Australia",,,Brisbane,,,,,+611300362128,insurance,,,,,1001-2000,https://twitter.com/workcoverqld,,,,,,,,
Liberty Specialty Markets (Asia Pacific),https://www.linkedin.com/company/liberty-specialty-markets-asia-pacific,https://www.linkedin.com/company/6635554,libertyspecialtymarkets.com.au,"Liberty Specialty Markets is a global insurer and reinsurer. We partner with insurance brokers to bring value and solutions to Asia Pacific’s most significant business and government organisations – helping them protect what they earn, build and own. As part of Fortune 100 company Liberty Mutual Insurance, we have a wealth of experience in evaluating, pricing and managing risk for most types of assets – including warships, airports, power plants, oil rigs, boards of directors and office towers. No matter what business sector you’re in, or the complexity of your insurance needs, our people will find a way to speak your language. Our fully integrated team of underwriters, risk engineers and claims professionals combine their experience and expertise to truly understand your business, provide tailored levels of cover, and offer practical guidance. With Liberty, you’ll find we’re a supportive and flexible partner for the long term, and even in tough times we’re here to support our brokers and clients and work together, for mutual advantage. Our strong focus on morale, teamwork and quality ensures we will look after you – in every insurance cycle and across our broad range of products. Through this, we’re able to live up to the reliability and consistency we’re known for in the region.    Our partners put their trust in us every day. When a claim occurs, we’re right there with them, offering flexible approaches to get the best claims outcome for every client. This drives the genuine and long-standing relationships we’ve established over the years, and allows us to look beyond today, help you plan for tomorrow, and protect what matters most.",,281,"Millers Point, New South Wales, Australia",,,Sydney,,,,,,insurance,,,,"Technical Underwriting Know-how,Insurance Claims Service,Risk Engineering,Positive Working Culture,Specialty risks insurance,casualty,marine insurance",201-500,,,,,,,,,info@libertyspecialtymarkets.com.au
QBE Insurance,https://www.linkedin.com/company/qbe,https://www.linkedin.com/company/165607,qbe.com,"QBE is an international insurer and reinsurer listed on the Australian Securities Exchange and headquartered in Sydney. We employ over 13,000 people in 27 countries.Leveraging our deep expertise and insights, QBE offers commercial, personal and specialty products and risk management solutions to help people and businesses manage risks, build strength and embrace change to their advantage.See our Terms of Use:  qbe.co/2y7Ck4pSee our Privacy Policy: qbe.co/3oa7gZB",,10435,"Millers Point, New South Wales, Australia",,,Sydney,,,,,,insurance,,,,"Boat Insurance,Car Insurance,Caravan Insurance,CTP & Green Slips,Home Insurance,Landlords Insurance,Motorcycle Insurance,Travel Insurance,Accident & Health,Aviation Insurance,Builders Warranty,Commercial Packages,Liability Insurance,Professional Liability",10000+,,,,,,,,,
Avant Mutual,https://www.linkedin.com/company/avant-mutual-group-limited,https://www.linkedin.com/company/481136,avant.org.au,"Avant Mutual is Australia's leading doctors’ mutual.  We are an organisation created by doctors, for doctors.   We support over 82,000 healthcare professionals and students with a range of products and services, including medical defence and indemnity insurance. Our products are designed to protect our members both professionally and personally, to safeguard their career and reputation and protect them and their families.Our mutual structure, heritage and ethos ensure that our members are at the centre of everything we do.Avant operates nationally with offices in New South Wales, Victoria, Queensland, Tasmania, South Australia, ACT and Western Australia.",,583,"Millers Point, New South Wales, Australia",,,Sydney,,,,,,insurance,,,,"Medical Defence,Medico-legal Law,Advocacy & General Counsel,Risk Management,Customer Service,Lending,Life Insurance,Practice Management,Health Insurance",501-1000,,,,,,,,,
IAG,https://www.linkedin.com/company/iag,https://www.linkedin.com/company/3687,iag.com.au,"IAG is Australia and New Zealand's largest general insurance company with a purpose to make your world a safer place, whether you are a customer, partner, employee, shareholder or part of the communities IAG serves across Australia and New Zealand.Our businesses have helped people recover from natural disasters, accidents and loss since 1851. In Australia and New Zealand we provide insurance under many leading brands, including NRMA Insurance, CGU, SGIO, SGIC and WFI, and NZI, State, AMI and Lumley Insurance (New Zealand). We also have interests in general insurance joint ventures in Malaysia and India. Increasingly, we see our role extending beyond paying claims to increasing awareness of risk, and helping communities reduce and prevent risk. We believe it is our responsibility as an industry leader to use our influence and role as a major investor, purchaser and employer for the good of everyone.For further information please visit www.iag.com.au.",,10874,"Millers Point, New South Wales, Australia",,,Sydney,,,,,,insurance,,,,"Underwriting,Home & Motor Claims,CTP,Life Insurance,Travel Insurance,Boat, Lifestyle & Leisure Insurance,Home Security,Risk,Reinsurance,Shared Value",10000+,,,,,,,,,
EML Group,https://www.linkedin.com/company/emlgroup,https://www.linkedin.com/company/531960,eml.com.au,"At EML we take great pride in helping people get their lives back after a workplace injury. Since our foundation in 1910 the EML Group have maintained a singular vision, to dedicate our services to improving work health and safety for the benefit of our members, workers and the broader community which we support.Today, we have over 4,000 specialists working in partnership with businesses, injured workers and government schemes across Australia, helping to make a difference.We are Australia’s largest provider of claims management services for self-insurers and focus on providing tailored injury prevention and return to work support. We have helped well over 350,000 injured workers get their lives back.",,2312,"Millers Point, New South Wales, Australia",,,Sydney,,,,,,insurance,,,,"workers compensation,risk management,claims management,personal injury management,general insurance,compulsory third party",1001-5000,,,,,,,,,
MLC Life Insurance,https://www.linkedin.com/company/mlcinsurance.com.au,https://www.linkedin.com/company/18100476,mlcinsurance.com.au,"At MLC Life Insurance, we’re committed to protecting Australians by providing care and support when it’s most needed. It’s what drives our ambition to be Australia’s leading and most trusted life insurer.For over 135 years, we’ve continued to be guided by our founder James Garvan’s promise to bring the security and protection of life assurance within the reach of every Australian. It’s a promise we take to heart, as we provide flexible, affordable, and innovative insurance products to almost 1 million customers. Australian-led and managed, our business represents a landmark strategic partnership between National Australia Bank (NAB) and one of the world’s leading life insurers, Nippon Life Group (our majority shareholder). Complementing our insurance cover, we’re also proud to provide those we insure access to Vivo – a holistic health, wellness and recovery program. Vivo further enhances our leading claims function through providing access to a range of bespoke services including fitness, nutrition, mental health and recovery.This makes us your trusted partner for life and living. ",,1168,"Docklands, Victoria, Australia",,,Melbourne,,,,,,insurance,,,,Insurance ,1001-2000,,,,,,,,,
Vero,https://www.linkedin.com/company/vero,https://www.linkedin.com/company/166789,vero.com.au,"Supported by over 180 years of experience, Vero provides market leading insurance products and solutions to businesses of all sizes. From small start-ups right through to some of Australia’s largest corporations, our focus is to help you succeed in business - that’s why our innovative insurance solutions are favoured by more than 1 in 3 of Australia’s top 500 companies.  At Vero, we cover the risks today so you can focus on your future.Protect your success with an insurer that understands business.  Ask your broker about Vero Insurance today or email us on veroinformation@vero.com.au  By using this LinkedIn page you agree to Vero's Online Terms & Privacy Statement. You can read them here: www.vero.com.au/vero/vero-social-online-terms-and-conditions© 2015 AAI Limited ABN 48 005 297 807 AFSL 230859 trading as Vero Insurance.",,600,"Brisbane City, Queensland, Australia",,,Brisbane,,,"266 george street, brisbane city, queensland, australia",4000,+61292954310,insurance,,,,"Partnering with Leading Insurance Brokers,Vero Expo - A Key Industry Leaning and Networking Experience,Broker Educational, Accredited Training and Hospitality Events,Technical Innovation,Thought Leadership - White Papers with Insights into the Industry",501-1000,,"technical innovation, partnering with leading insurance brokers, vero expo a key industry leaning & networking experience, broker educational, accredited training & hospitality events, thought leadership white papers with insights into the industry",600000000,"YouTube, Salesforce, React Redux, Pardot, Omniture (Adobe), ON24, Mobile Friendly, Microsoft Office 365, Incapsula, Ensighten, CSC Corporate Domains, Adobe Marketing Cloud",,,,,
MetLife Australia,https://www.linkedin.com/company/metlife-au,https://www.linkedin.com/company/18428302,metlife.com.au,"MetLife Australia is a leading provider of life insurance, partnering with employers, super funds and financial advisers to help Australians protect the lifestyle they love – and providing help when they need it most.Backed by over 150 years of history and a strong global presence, we have the scale and experience to be a valued and trusted partner in business. MetLife protects customers in over 40 countries worldwide, and leads the market in corporate insurance solutions in the US, Latin America, Asia, Europe and the Middle East.But while we're proud of this success, we know that the true sign of our worth is the difference we make to the lives of the customers we serve.",,190,"Millers Point, New South Wales, Australia",,,Sydney,,,"2 park street, sydney, new south wales, australia",2000,+616013077049,insurance,,,,"Insurance,Life Insurance,Insurance Inside Super",51-200,https://www.facebook.com/metlifeitalia/,"insurance, life insurance, insurance inside super",,"reCAPTCHA, YouTube, Route 53, New Relic, Mobile Friendly, Microsoft Office 365, Mailchimp Mandrill, Google Tag Manager, Google Play, Google Maps (Paid Users), Google Maps, Google Font API, Google Analytics, Brightcove, Bootstrap Framework, AppDynamics, Amazon CloudFront, Amazon AWS, Adobe Marketing Cloud, Adobe CQ",,,,,
Nib Group,https://www.linkedin.com/company/nib-health,https://www.linkedin.com/company/325761,nib.com.au,"As a trusted health partner, we support the health needs of around 1.6 million Australians, New Zealanders and international students and workers, while also providing travel insurance for travellers around the globe. We believe that by giving our members access to better health information, tools and services, they’ll feel confident in choosing the right path to take control of their health.Our team of over 1,200 employees throughout Australia, New Zealand, Ireland and the United States all share in our purpose of your better health.nib operates and supports employees and members from all corners of the world. Our organisation acknowledges and respects the custodianship that Indigenous peoples have on their lands and waterways.",,1238,"Bar Beach, New South Wales, Australia",,,Newcastle,,,,,,insurance,,,,"Private Health Insurance,Overseas Visitor Health Insurance,Overseas Student Health Cover,Travel Insurance,Corporate Health Insurance",1001-2000,,,,,,,,,
Exide Life Insurance,https://www.linkedin.com/company/hdfclife,https://www.linkedin.com/company/569954,,"Exide Life Insurance is now HDFC Life, one of India’s leading private life insurance companies, offering a range of insurance solutions. We offer a range of individual and group insurance solutions. HDFC Life’s product portfolio comprises solutions, which meet various customer needs such as Protection, Pension, Savings, Investment and Health. Customers have the added advantage of customizing the plans, by adding optional benefits called riders, at a nominal price.",,6043,"Mumbai, Maharashtra, India",,,Mumbai,,,,,,insurance,,,,,5001-10000,,,,,,,,,
GT Insurance,https://www.linkedin.com/company/global-transport-&-automotive-insurance-solutions-pty-ltd,https://www.linkedin.com/company/790181,gtins.com.au,"GT Insurance provides the Australian transport market with tailored insurance solutions, sitting arguably as Australia’s second-largest insurer of heavy transport vehicles.Allianz Australia (Allianz) supports GT as a major investor and security, constantly giving unrivaled financial strength in our chosen markets.Sitting in a comfortably exciting phase of success, GT continues to leverage and excel through the guiding principles of commitment to Service Excellence, Knowledge, and Protection through all strategies of the company. Fiercely built on strong relationships to bring key success to all levels within the company. Our ValuesOur values continue to be defined by traditional business ideals: excellence in service, trust, and delivering the best possible outcomes for all parties.• Our aim is: to be the industry-leading transport insurance specialists who are recognised as the market leaders in our chosen segment.• Our primary focus is: the satisfaction of the intermediary. They are our primary concern and we will continue to build close relationships that produce beneficial outcomes for all.• Our competitive advantage is: the flexibility of the business model, knowledge and experience in the transport sector, our commitment to pursue incremental improvements across all areas of the business and most importantly the commitment of our people to the overall success of the company",1996,192,"North Sydney, New South Wales, Australia",,,North Sydney,,,,,+61299668820,insurance,,,,"Truck, Bus, Plant and Equipment and Commercial Fleet Insurance,Marine,Transit,Taxi,Rideshare,Hire Vehicle",51-200,"https://twitter.com/GTInsurancenews, https://www.facebook.com/GTInsuranceAU","bus, truck, plant & equipment & commercial fleet insurance",,,,,,,
