company_name,company_link,company_id,company_domain,company_about,company_founded,company_size,company_location_1,company_location_2,company_location_3,company_city_1,company_city_2,company_city_3,company_address,company_postal_code,company_phone,company_industry_1,company_industry_2,company_industry_3,domain_status,company_specialties,company_size_category,social_fields,keywords,annual_revenue,technologies,funding_events,total_funding,last_funding_round_date,last_funding_stage,company_email
Royal Flying Doctor Service of Australia,https://www.linkedin.com/company/royalflyingdoctorservice,https://www.linkedin.com/company/1580160,flyingdoctor.org.au,"The RFDS is a national, charitable, health organisation delivering primary healthcare and 24-hour emergency services for those that live in rural and remote Australia. Long known as one of the largest aeromedical organisations in the world, the RFDS delivers health care where mainstream health services are not available, using the latest in aviation, medical and communications technology and a broad-reaching ground-service fleet.Supported by a vast number of volunteers and supporters, the RFDS provides a lifeline for those that live, work and travel in rural and remote Australia, and has been doing so for over nine decades.",1928,1060,"Bankstown, New South Wales, Australia",,,Canberra,,,"level 2, 10-12 brisbane ave, canberra, act 2200, au",2600,+61131114,hospitals and health care,hospital and health care,,,"Aeromedical and Retrieval,Primary Health Care,Inter-Hospital Transfer,Telehealth,Oral Health,Emergency Services,Mental Health",1001-2000,"https://twitter.com/royalflyingdoc, https://www.facebook.com/royalflyingdoctorservice","telehealth, mental health, emergency services, oral health, primary health care, aeromedical & retrieval, interhospital transfer",3664000,"Mimecast, Microsoft Azure, Cloudflare DNS, CloudFlare Hosting, Atlassian Cloud, React, reCAPTCHA, YouTube, VueJS, UptimeRobot, Ubuntu, Typekit, Twitter Advertising, TurboSMTP, Route 53, Rackspace MailGun, Outlook, Nginx, Mobile Friendly, Microsoft Office 365, Linkedin Marketing Solutions, LearnDash, Hotjar, Google Tag Manager, Google Maps (Non Paid Users), Google Maps, Facebook Widget, Facebook Login (Connect), Facebook Custom Audiences, Django, CrazyEgg, Amazon AWS",,,,,
Swisse Wellness (part of H&H Group),https://www.linkedin.com/company/swisse-wellness,https://www.linkedin.com/company/2940740,swisse.com.au,"Swisse Wellness is a global Australian brand dedicated to making people healthier and happier through natural health products and education. Since our acquisition in 2015 by Hong Kong listed Health & Happiness Group, we have become an integral part of the global H&H Group house of wellness brands. H&H Group is a global health and nutrition company. Dynamic, courageous and ambitious in its mission to make people healthier and happier, the Group strives to inspire wellness while contributing positively to the needs of society and the planet. The Group has three business segments – Baby, Adult and Pet Nutrition and Care – supporting whole-family health and happiness, with premium brands providing nutrition and wellness solutions backed by science. Consumer brands include Swisse, Biostime, Zesty Paws, Solid Gold Pet, Dodie, Good Goût and Aurelia London.The Group is globally headquartered in Hong Kong SAR and listed on the Hong Kong Stock Exchange (""H&H INTL HLDG"" stock code 1112), with more than 3,400 team members operating across 16 countries. We delight in being able to bring premium quality, naturally based, scientifically validated products to our customers through leading online and offline retailers across the globe.Today, the Swisse product range stretches from top selling men’s and women’s multivitamins and dietary supplements, to sports nutrition, skincare and functional foods.    Our diversity and inclusion strategy supports the following pillars: gender balance, culture and religion, life stage, ability, and identity and orientation. We offer Cultural Awareness Training as a part of our commitment to be a truly inclusive organisation that values diversity!As an Equal Opportunity Employer, we encourage applications from people of all ages, nationalities, abilities and cultures – including Aboriginal and Torres Strait Islander peoples, the LGBTQI+ community and people living with disability. ",,305,"Collingwood, Victoria, Australia",,,Collingwood,,,,,,"health, wellness and fitness",,,,"Vitamins,Skincare,Superfoods",201-500,,,,,,,,,
Black Dog Institute,https://www.linkedin.com/company/blackdoginst,https://www.linkedin.com/company/1114222,blackdoginstitute.org.au,"As the only medical research institute in Australia to investigate mental health across the lifespan, our aim is to create a mentally healthier world for everyone through innovations in science, education, clinical service, public policy and knowledge translation. Our areas of strength include suicide prevention, digital mental health, workplace mental health, new treatments, and prevention in young people. Our unique translational approach allows us to quickly turn our world-class scientific findings into clinical services, educational programs and e-health products that improve the lives of people with mental illness. We join the dots, connecting research answers, expert knowledge and the voices of lived experience to deliver solutions that work across the health care system for patients and practitioners alike.Our partnerships with people with lived experience, federal, state, and local governments, communities, schools, workplaces, philanthropists, health services, clinicians, and others in the mental health sector enables us to create real-world change. ",2002,434,"Randwick, New South Wales, Australia",,,Randwick,,,"prince of wales hospital hospital rd, randwick, au-nsw, australia",2031,,mental health care,,,,"Mental Health Research,Education,Clinics,eHealth,Suicide prevention,Mental illness,Wellbeing,Workplace mental health",201-500,,"ehealth, education, wellbeing, clinics, mental illness, suicide prevention, mental health research",214000,"Zendesk, WordPress.org, WP Engine, Outlook, Mobile Friendly, Microsoft Office 365, Google Tag Manager, Google Font API, Google Cloud Hosting, Google Apps, Gmail",,,,,
The Royal Children\'s Hospital,https://www.linkedin.com/company/the-royal-children%27s-hospital,https://www.linkedin.com/company/8333989,rch.org.au,"The Royal Children's Hospital (RCH) has been providing outstanding care for Victoria's children and their families for over 147 years.We are the major specialist paediatric hospital in Victoria and our care extends to children from Tasmania, southern New South Wales and other states around Australia and overseas.With a passionate, highly skilled and committed staff campus wide of over 5,000, we provide a full range of clinical services, tertiary care and health promotion and prevention programs for children and young people. We are the designated state-wide major trauma centre for paediatrics in Victoria and a Nationally Funded Centre for cardiac and liver transplantation.When it comes to training and research we partner with the very best. Our campus partners, the Murdoch Childrens Research Institute (MCRI) and The University of Melbourne Department of Paediatrics, along with the RCH Foundation, are on site with the hospital in Parkville. Together, we are committed to improving the health outcomes for children today and in the future.In 2016–17, more than 85,654 children attended our Emergency Department, 322,291 specialist clinic appointments were held which was almost 70,000 more than the previous year, more than 17,000 surgeries were performed and more than 48,552 children were admitted to our wards.",,2984,"Parkville, Victoria, Australia",,,Parkville,,,"50 flemington road, parkville, victoria, australia",3052,+61393455522,hospitals and health care,hospital and health care,,,,1001-5000,"https://twitter.com/RCHMelbourne, https://facebook.com/rchmelbourne",,4950000,"Zendesk, WordPress.org, Vimeo, Typekit, SuccessFactors (SAP), ServiceNow, Outlook, Mobile Friendly, JQuery 1.11.1, Hotjar, Facebook Widget, Facebook Login (Connect), Bootstrap Framework, Apache, Amazon SES, ASP.NET",,,,,help@rch.org.au
Western Health,https://www.linkedin.com/company/western-health,https://www.linkedin.com/company/33478,westernhealth.org.au,"Western Health is proud to provide a combination of in-hospital and community-based health services in Melbourne's west.Our team of more than 11000 staff, with support from more than 700 volunteers, enable us to deliver best care to our community. We have a strong philosophy of working with our local community to deliver excellence in patient care. We’re responsible for Footscray, Sunshine, Williamstown, Bacchus Marsh and Sunbury Day Hospitals, as well as Melton Health, Caroline Springs Community Health and Grant Lodge Residential Aged Care.We welcome open discussion across our social media channels but ask you abide by our terms and conditions. These can be found here: https://bit.ly/3qfbWA8",1953,5000,"Footscray, Victoria, Australia",,,Footscray,,,,,+61383451333,hospitals and health care,hospital and health care,,,,1001-5000,"https://twitter.com/western_health, https://www.facebook.com/westernhealthau/",,,"reCAPTCHA, VueJS, Rackspace MailGun, Nginx, Multilingual, Mobile Friendly, Microsoft Office 365, Linkedin Marketing Solutions, Google translate widget, Google translate API, Google Analytics, Formassembly, Cloudways, CloudFlare Hosting, CloudFlare CDN, CloudFlare, Citrix NetScaler, Amazon SES, ASP.NET",,,,,
Healthscope,https://www.linkedin.com/company/healthscope,https://www.linkedin.com/company/74479,healthscope.com.au,"Healthscope is a leading private healthcare provider with 38 hospitals across Australia.We strive to be the best place to work and care in Australian healthcare. Our team of over 19,000 employees make an impact 24/7, 365 days a year by providing exceptional care to the more than 650,000 Australians we see each year. ",1985,4062,"Melbourne, Victoria, Australia",,,Melbourne,,,"level 1/312 st kilda road, melbourne, victoria 3004, au",3006,+610399267500,hospitals and health care,hospital and health care,,,"Hospitals,Pathology,Mental Health,Surgical,Rehabilitation",1001-5000,"https://twitter.com/HealthscopeAU, https://www.facebook.com/Healthscope-158616474157880/","hospitals, pathology, mental health, rehabilitation, surgical, medical centres, hospitals & pathology",,,,,,,
St Vincent\'s Health Australia,https://www.linkedin.com/company/st-vincent-s-health-australia,https://www.linkedin.com/company/962337,svha.org.au,"Founded by the Sisters of Charity more than 180 years ago, St Vincent’s Health Australia is Australia’s largest not-for-profit health and aged care provider. As a clinical, research and education leader, we provide outstanding healthcare to our patients and residents in 6 Public Hospitals, 10 Private Hospitals and 20 aged care facilities across New South Wales, Victoria and Queensland.",1857,1936,"Elizabeth Bay, New South Wales, Australia",,,Woolloomooloo,,,"100 william street, woolloomooloo, new south wales, australia",2011,+61293671100,hospitals and health care,hospital and health care,,,"Research,Advocacy,Health Care,Hospitals,Aged Care,Genomic Medicine",1001-2000,"https://twitter.com/StVHealthAust, https://facebook.com/pages/St-Vincents-Health-Australia/1574585119519946","research, hospitals, health care, advocacy, aged care, genomic medicine",27752000,"Workday Recruit, Vimeo, Typekit, Outlook, Mobile Friendly, Microsoft Office 365, Mailchimp Mandrill, Google Tag Manager, Google Maps, Google Analytics, Bootstrap Framework, Amazon SES, ASP.NET",,,,,
Mater,https://www.linkedin.com/company/matergroup,https://www.linkedin.com/company/37807,mater.org.au,"Caring for the health of the community for more than a century, Mater brings together a collective expertise across health, education and research, with a shared vision of empowering people to live better lives through improved health and wellbeing.Mater’s commitment to our Mission compels us to change to meet the needs of our community and the environment in which we operate. This means moving beyond the hospital, the classroom and the laboratory, being closer to our consumers and delivering new products, programs and services to meet emerging community needs.In an emergency call Triple Zero (000). Call 13 HEALTH (13 43 25 84) for health advice 24/7.",1906,3524,"Herston, Queensland, Australia",,,Brisbane,,,"raymond tce, south brisbane, queensland, australia",4101,+61731631111,hospitals and health care,hospital and health care,,,"Healthcare,Medical research,Maternity services,Pathology,Pharmacy,Medical education,Mothers and babies,Elder Care,Orthopaedics,Nuerosciences,Cardiac,Women's Cancer,Young Adult Health",1001-5000,"https://twitter.com/MaterNews, https://www.facebook.com/matereducation","healthcare, pharmacy, pathology, restaurants, cafes, health & medical, medical research, medical centers, maternity services",931560000,"WordPress.org, Woo Commerce, DoubleClick, CampaignMonitor, Campaign Monitor, Ad Unit 728 x 90, Ad Unit 320 x 50, Ad Unit 300 x 600, Ad Unit 300 x 250, reCAPTCHA, Zendesk, YouTube, Vimeo, Stripe, Sendgrid, Outlook, Mobile Friendly, Mimecast, Microsoft-IIS, Microsoft Office 365, Microsoft Application Insights, Kentico, Google Tag Manager, Google Maps (Non Paid Users), Google Maps, Google Font API, GeoTrust, Facebook Widget, Facebook Login (Connect), Facebook Custom Audiences, Cloudflare DNS, Bootstrap Framework, Apache, AddThis, ASP.NET",,,,,
Monash Health,https://www.linkedin.com/company/monash-health,https://www.linkedin.com/company/166067,monashhealth.org,"Monash Health is Victoria, Australia’s largest and most comprehensive health service.We deliver care for people over their entire lifespan, from pre-birth to end-of-life, providing consolidated, integrated, comprehensive, and often highly complex care.   With 25,500 employees, Monash Health provides care to south-eastern metropolitan Melbourne and rural Victoria via telehealth, within local communities, and in people’s homes. Our major hospitals include Monash Medical Centre, Monash Children’s Hospital, Dandenong Hospital, Casey Hospital, and the newly opened Victorian Heart Hospital, which is Australia’s first dedicated cardiac hospital. Monash Health provides significant care at Moorabbin Hospital, the Kingston Centre, and the Cranbourne Integrated Community Care Centre, and in total, they operate more than 40 care locations. Monash Health is uniquely positioned as a large-scale, publicly funded health service that improves the health outcomes of their community. Annually, we provide more than 3.6 million episodes of care and deliver more than 10,000 babies.We’re committed to being a fair, equitable, and non-discriminatory workplace that maximises the talent, potential, and contribution of all employees. With such a wide range of locations and specialties, we’ll proudly help you grow your career in healthcare.",,9405,"Clayton, Victoria, Australia",,,Clayton,,,,,,hospitals and health care,,,,,5001-10000,,,,,,,,,
Beyond Blue,https://www.linkedin.com/company/beyondblue,https://www.linkedin.com/company/1813237,beyondblue.org.au,"Helping people in Australia live a life beyond feeling blue. Comments moderated in line with privacy policy: bb.org.au/40U8goX☎ 1300 22 4636We promote good mental health. We create change to protect everyone’s mental health and improve the lives of individuals, families and communities affected by anxiety, depression and suicide.Mental health conditions don’t discriminate, and neither do we. Our programs and initiatives support people at all stages of life, wherever they live, work, study and play.Beyond Blue has four main goals that guide everything we do, and we use our community heart and business head to achieve these. Our goals help us measure the impact of our work, ensuring our programs and initiatives remain focused on achieving our vision and mission.Our goals are to:1. reduce the impact of anxiety, depression and suicide by supporting people to protect their mental health and to recover when they are unwell2. reduce people’s experiences of stigma and discrimination3. improve people’s opportunities to get effective support and services at the right time4. use best business practices to deliver integrated, evidence-based and cost-effective initiatives through our people and resources.",,350,"Melbourne, Victoria, Australia","Carlton, Victoria, Australia",,Melbourne,,,,,,mental health care,,,,"Depression,Anxiety,Mental health,Suicide prevention",201-500,,,,,,,,,support@beyondblue.org.au
Cochlear,https://www.linkedin.com/company/cochlear,https://www.linkedin.com/company/9147,cochlear.com,"Hear now. And always As the global leader in implantable hearing solutions, at Cochlear (ASX: COH) we are committed to our mission to help people hear and be heard. Our story started more than four decades ago when Professor Graeme Clark pioneered the world's first multi-channel cochlear implant and created an entirely new treatment for hearing loss.  Since our formation in 1981, we continue Professor Clark’s work to help people with moderate to profound hearing loss experience a life full of hearing. We have provided more than 650,000 implantable devices. Each recipient helps form a global community of millions, through families, friends, colleagues, teachers and more. And they’re not just connected to their own community — each shares a link with each other and to Professor Clark’s childhood desire to help people hear. We aim to give people the best lifelong hearing experience and access to innovative future technologies. We understand the privilege of connecting people to a life lived with hearing. And we listen, respond and move with the times – to continue to bring hearing within reach of all those who need it. That's how we live our mission every day. Our global workforce of more than 4,000 people shares a collective determination to give more people the opportunity to enjoy a life of hearing.Cochlear’s global headquarters are on the campus of Macquarie University in Sydney, Australia with regional headquarters in Asia Pacific, Europe and the Americas. Through our offices in over 180 countries we help people of all ages to hear. Social Media Terms of Use http://bit.ly/2qRMEvY",,4688,"North Ryde, New South Wales, Australia",,,North Ryde,,,,,,medical equipment manufacturing,,,,"Cochlear implants,Bone conduction solutions,Bionic Ear,Hearing Implants,Medical Devices,Direct Acoustic Cochlear Stimulation,Electro-acoustic implants",1001-5000,,,,,,,,,
GenesisCare,https://www.linkedin.com/company/genesiscare,https://www.linkedin.com/company/3198634,genesiscare.com,"GenesisCare is a provider of integrated cancer care in Australia, Spain, and the U.K. The company’s purpose is to design care experiences that offer the best possible life outcomes. This is grounded in the belief that care should be focused on the individual, as well as the condition. Care is what we do, every day. Care is not just our job, it’s our responsibility. Our relentless pursuit for better care is reflected in our modern treatment techniques, technology and contemporary service experience. Our dedicated research team partner globally to be first movers in bringing clinical innovations to patients close to home.For more information, visit www.genesiscare.com",,2400,"Eveleigh, New South Wales, Australia",,,Sydney,,,,,,hospitals and health care,,,,"Cancer Care,Radiation Therapy,Medical Oncology,SABR,clinical trials,cancer research",1001-5000,,,,,,,,,support@genesiscare.com
Headspace,https://www.linkedin.com/company/headspaceau,https://www.linkedin.com/company/1198112,headspace.org.au,"headspace is Australia’s National Youth Mental Health Foundation, providing early intervention mental health services to 12-25 year olds.  Each year, headspace helps thousands of young people access vital support through our headspace centres in communities across Australia, our online and phone counselling services, our vocational services, and our presence in schools.  headspace can help young people with mental health, physical health (including sexual health), alcohol and other drug services, and work and study support.  For locations of headspace services, as well as factsheets and resources for young people and their families and friends, please visit the headspace website: headspace.org.au  Social media terms of use: www.bit.ly/hsp-sm  Duty of care: https://bit.ly/46ALfdv  Tips for a healthier relationship with social media: https://bit.ly/3O3Y0Go ",2006,2112,Australia,,,Sydney,Melbourne,,"cnr yabsley ave & northcote st, melbourne, victoria, australia",3121,+611800551800,mental health care,,,,"mental health,young people,general health,alcohol and other drugs",1001-5000,https://www.facebook.com/headspaceAustralia,"mental health, young people, general health, alcohol & other drugs",5926000,"YouTube, VueJS, Sizmek (MediaMind), Route 53, Rackspace MailGun, Outlook, New Relic, Mobile Friendly, Mimecast, Microsoft Office 365, Google Tag Manager, Google Remarketing, Google Dynamic Remarketing, Google AdWords Conversion, Google AdSense, DoubleClick Conversion, Cloudflare DNS, CloudFlare Hosting, Clicky, Backbone JS Library, Atlassian Cloud, Apache, Amazon AWS",,,,,info@headspace.org.au
